fecha,tipo,concepto,categoria,monto
2025-04-04,gasto,Nomina Operativa,personal,172131.24
2024-02-29,ingreso,Venta producto A,ventas,121639.09
2024-04-27,gasto,Nomina Operativa,personal,10369.34
2023-02-02,gasto,Nomina Operativa,personal,162202.23
2025-06-02,gasto,Publicidad online,marketing,6499.82
2023-07-15,gasto,Renta oficina,infraestructura,89266.61
2023-04-21,gasto,Nomina Operativa,personal,179354.02
2023-03-04,gasto,Consultoria externa,servicios,94163.68
2023-12-25,gasto,Consultoria externa,servicios,128560.05
2023-03-03,gasto,Servicios publicos,infraestructura,69658.91
2024-08-13,gasto,Nomina Operativa,personal,158023.3
2023-02-10,gasto,Publicidad online,marketing,67257.33
2025-07-28,gasto,Servicios publicos,infraestructura,54573.25
2023-12-05,gasto,Servicios publicos,infraestructura,7158.15
2024-10-12,gasto,Consultoria externa,servicios,49281.46
2025-02-27,gasto,Renta oficina,infraestructura,26180.62
2025-09-30,gasto,Nomina Operativa,personal,98862.39
2024-06-23,gasto,Servicios publicos,infraestructura,43455.16
2023-03-13,ingreso,Venta producto A,ventas,422139.52
2023-11-11,ingreso,Venta producto A,ventas,195903.07
2023-11-01,gasto,Compra inventario,costos,130961.75
2023-10-29,gasto,Servicios publicos,infraestructura,44059.77
2024-03-18,gasto,Renta oficina,infraestructura,64282.15
2025-03-08,gasto,Renta oficina,infraestructura,65838.13
2025-02-03,ingreso,Venta producto A,ventas,433568.74
2023-09-12,ingreso,Venta producto B,ventas,836325.37
2025-05-24,gasto,Publicidad online,marketing,55178.09
2025-09-12,ingreso,Venta producto A,ventas,513600.88
2024-05-05,gasto,Publicidad online,marketing,39733.34
2023-03-25,gasto,Compra inventario,costos,135691.54
2023-11-19,ingreso,Venta producto A,ventas,960052.5
2024-07-19,gasto,Servicios publicos,infraestructura,15114.06
2025-01-23,gasto,Consultoria externa,servicios,45990.26
2024-12-22,gasto,Compra inventario,costos,43347.83
2024-08-03,gasto,Compra inventario,costos,262694.24
2023-06-29,gasto,Compra inventario,costos,196077.26
2025-07-14,ingreso,Venta producto A,ventas,429438.42
2024-10-30,gasto,Renta oficina,infraestructura,12656.93
2023-03-16,gasto,Renta oficina,infraestructura,93126.1
2024-08-16,ingreso,Venta producto B,ventas,430002.75
2024-02-13,gasto,Renta oficina,infraestructura,30127.85
2023-01-21,gasto,Renta oficina,infraestructura,27322.43
2025-09-18,gasto,Consultoria externa,servicios,42747.57
2025-06-16,gasto,Renta oficina,infraestructura,52087.46
2024-09-27,gasto,Nomina Operativa,personal,225554.77
2024-11-09,gasto,Publicidad online,marketing,23139.6
2025-07-27,gasto,Nomina Operativa,personal,180994.71
