fecha,tipo,concepto,categoria,monto
2024-02-28,gasto,Compra inventario,costos,213383.55
2023-08-07,gasto,Compra inventario,costos,275125.72
2025-05-03,gasto,Consultoria externa,servicios,31553.22
2024-02-14,gasto,Consultoria externa,servicios,114143.73
2023-11-16,gasto,Renta oficina,infraestructura,96943.27
2024-04-03,ingreso,Venta producto A,ventas,585030.53
2023-10-27,gasto,Compra inventario,costos,164619.19
2023-12-13,gasto,Servicios publicos,infraestructura,65888.74
2023-11-19,gasto,Publicidad online,marketing,6589.0
2024-11-02,gasto,Renta oficina,infraestructura,93568.1
2023-03-20,gasto,Servicios publicos,infraestructura,57779.29
2024-03-30,ingreso,Venta producto A,ventas,822072.7
2023-01-11,ingreso,Venta producto A,ventas,192472.27
2025-05-21,gasto,Servicios publicos,infraestructura,33091.36
2024-11-02,ingreso,Venta producto B,ventas,980079.15
2025-07-01,ingreso,Venta producto B,ventas,455201.3
2024-03-15,ingreso,Venta producto A,ventas,491058.02
2025-04-05,gasto,Nomina Operativa,personal,112548.57
2023-09-06,ingreso,Venta producto A,ventas,572998.87
2023-07-26,gasto,Consultoria externa,servicios,119942.28
2024-03-01,gasto,Compra inventario,costos,142404.41
2023-12-15,gasto,Compra inventario,costos,31088.28
2024-05-07,ingreso,Venta producto A,ventas,917589.51
2024-07-26,gasto,Consultoria externa,servicios,124354.27
2025-08-26,gasto,Servicios publicos,infraestructura,54035.68
2025-08-12,gasto,Publicidad online,marketing,27690.52
2024-08-16,gasto,Compra inventario,costos,85226.4
2025-04-06,gasto,Compra inventario,costos,186408.58
2025-01-19,ingreso,Venta producto A,ventas,132805.19
2024-12-29,gasto,Servicios publicos,infraestructura,17903.02
2024-10-24,gasto,Nomina Operativa,personal,140286.08
2025-02-28,ingreso,Venta producto B,ventas,426849.04
2023-06-27,gasto,Renta oficina,infraestructura,84448.92
2024-07-03,gasto,Consultoria externa,servicios,141643.73
2024-09-22,gasto,Renta oficina,infraestructura,42337.12
2024-04-06,gasto,Renta oficina,infraestructura,63585.84
2024-04-27,ingreso,Venta producto A,ventas,957026.23
2024-08-04,ingreso,Venta producto A,ventas,155130.48
2023-07-25,gasto,Compra inventario,costos,183012.12
2024-04-27,gasto,Compra inventario,costos,148739.89
2023-10-23,ingreso,Venta producto B,ventas,770765.48
2023-09-02,gasto,Nomina Operativa,personal,191498.93
2024-05-07,gasto,Renta oficina,infraestructura,36171.44
2023-12-15,gasto,Renta oficina,infraestructura,54668.45
2025-02-18,gasto,Publicidad online,marketing,61298.27
2025-03-07,gasto,Compra inventario,costos,287196.42
2023-02-12,gasto,Nomina Operativa,personal,215956.63
2023-08-28,gasto,Consultoria externa,servicios,90295.15
2024-10-22,gasto,Compra inventario,costos,127907.94
2023-02-12,gasto,Compra inventario,costos,234769.06
2024-10-12,ingreso,Venta producto B,ventas,670895.58
2023-01-02,gasto,Renta oficina,infraestructura,78375.0
2024-07-22,gasto,Compra inventario,costos,251457.23
2023-07-02,gasto,Servicios publicos,infraestructura,99116.95
2024-04-18,ingreso,Venta producto B,ventas,408868.87
2023-01-02,gasto,Consultoria externa,servicios,49990.07
2023-04-26,ingreso,Venta producto A,ventas,683285.93
2024-05-24,ingreso,Venta producto B,ventas,966727.31
2023-06-19,gasto,Compra inventario,costos,171353.07
2024-02-16,ingreso,Venta producto A,ventas,753986.11
2024-07-05,gasto,Compra inventario,costos,20736.23
2023-09-06,gasto,Consultoria externa,servicios,139407.96
2023-07-30,gasto,Compra inventario,costos,195327.76
2024-05-23,gasto,Renta oficina,infraestructura,69113.64
2024-04-03,ingreso,Venta producto A,ventas,528518.54
2024-01-08,gasto,Nomina Operativa,personal,97166.31
2023-10-23,gasto,Renta oficina,infraestructura,69056.54
2024-09-08,gasto,Servicios publicos,infraestructura,30258.9
2024-07-19,gasto,Nomina Operativa,personal,148123.8
2024-03-28,gasto,Compra inventario,costos,105425.33
2025-05-23,gasto,Servicios publicos,infraestructura,32997.37
2024-12-17,gasto,Renta oficina,infraestructura,24354.22
2024-12-14,gasto,Publicidad online,marketing,45605.04
2025-03-10,gasto,Compra inventario,costos,294184.62
2025-04-07,gasto,Compra inventario,costos,57689.18
2025-05-16,ingreso,Venta producto B,ventas,662665.99
2024-01-17,gasto,Nomina Operativa,personal,163295.68
2023-02-05,gasto,Renta oficina,infraestructura,14765.08
2025-02-07,ingreso,Venta producto B,ventas,775683.19
2023-08-15,gasto,Servicios publicos,infraestructura,92046.41
2024-10-28,gasto,Compra inventario,costos,233154.51
2023-12-08,ingreso,Venta producto A,ventas,904331.42
2024-11-30,ingreso,Venta producto A,ventas,772158.11
2023-07-08,gasto,Renta oficina,infraestructura,7751.2
2023-06-27,gasto,Renta oficina,infraestructura,47742.61
2024-03-23,gasto,Renta oficina,infraestructura,69173.01
2025-06-21,gasto,Consultoria externa,servicios,49120.61
2025-02-25,gasto,Servicios publicos,infraestructura,86724.75
2025-01-04,gasto,Publicidad online,marketing,24117.27
2023-07-16,ingreso,Venta producto B,ventas,512857.81
2024-02-26,gasto,Compra inventario,costos,34029.08
2023-12-17,gasto,Servicios publicos,infraestructura,33167.2
2023-04-22,gasto,Renta oficina,infraestructura,74295.94
2023-11-04,gasto,Nomina Operativa,personal,126455.42
2023-01-27,gasto,Compra inventario,costos,261369.67
2023-04-28,gasto,Servicios publicos,infraestructura,95454.9
2023-12-15,gasto,Consultoria externa,servicios,133457.23
2024-07-30,ingreso,Venta producto B,ventas,940586.99
2023-04-14,gasto,Servicios publicos,infraestructura,12026.62
2024-12-09,gasto,Publicidad online,marketing,64447.26
2023-02-18,gasto,Renta oficina,infraestructura,21923.81
2025-06-15,gasto,Servicios publicos,infraestructura,68646.8
2024-07-27,gasto,Compra inventario,costos,226482.93
2024-11-24,gasto,Renta oficina,infraestructura,49204.19
2023-06-26,gasto,Compra inventario,costos,122261.6
2025-09-11,ingreso,Venta producto B,ventas,973242.76
2024-01-14,gasto,Consultoria externa,servicios,28361.56
2025-03-03,gasto,Nomina Operativa,personal,133950.44
2025-09-04,gasto,Compra inventario,costos,114879.07
2024-04-04,gasto,Consultoria externa,servicios,136617.32
