fecha,tipo,concepto,categoria,monto
2024-03-19,gasto,Nomina Operativa,personal,198686.26
2024-11-03,ingreso,Venta producto A,ventas,86925.63
2024-05-29,gasto,Servicios publicos,infraestructura,98624.32
2023-10-03,ingreso,Venta producto B,ventas,477538.72
2024-06-10,gasto,Nomina Operativa,personal,193592.5
2023-11-09,gasto,Nomina Operativa,personal,90694.44
2024-07-30,gasto,Nomina Operativa,personal,181451.44
2023-03-05,gasto,Nomina Operativa,personal,161624.05
2024-09-18,gasto,Compra inventario,costos,170228.35
2023-05-24,gasto,Nomina Operativa,personal,140127.1
2023-04-04,gasto,Consultoria externa,servicios,114151.56
2024-01-22,ingreso,Venta producto B,ventas,648748.18
2025-09-14,gasto,Nomina Operativa,personal,105491.81
2023-11-14,gasto,Publicidad online,marketing,68230.1
2025-02-10,gasto,Consultoria externa,servicios,119789.25
2025-06-16,ingreso,Venta producto A,ventas,780111.15
2024-08-20,ingreso,Venta producto B,ventas,358117.05
2023-02-23,ingreso,Venta producto B,ventas,613547.89
2023-11-11,gasto,Consultoria externa,servicios,88680.24
2024-01-17,gasto,Compra inventario,costos,162162.09
2023-10-13,gasto,Nomina Operativa,personal,245620.64
2025-08-19,ingreso,Venta producto A,ventas,524663.38
2024-12-23,gasto,Compra inventario,costos,87933.18
2023-09-05,ingreso,Venta producto A,ventas,73151.54
2024-09-05,gasto,Consultoria externa,servicios,57945.39
2025-01-15,gasto,Publicidad online,marketing,43031.76
2023-11-25,gasto,Publicidad online,marketing,10586.93
2023-10-30,ingreso,Venta producto B,ventas,895926.38
2025-06-10,gasto,Servicios publicos,infraestructura,31226.42
2023-02-14,gasto,Servicios publicos,infraestructura,40169.96
2025-02-25,ingreso,Venta producto B,ventas,742567.93
2024-06-01,ingreso,Venta producto A,ventas,516808.74
2025-03-09,gasto,Consultoria externa,servicios,98472.57
2023-07-16,gasto,Compra inventario,costos,252958.0
2025-09-06,gasto,Publicidad online,marketing,63403.18
2025-08-15,gasto,Consultoria externa,servicios,142787.11
2023-10-21,gasto,Renta oficina,infraestructura,90036.01
2024-12-16,ingreso,Venta producto B,ventas,492637.51
2025-09-29,gasto,Servicios publicos,infraestructura,50456.51
2025-03-06,gasto,Nomina Operativa,personal,13604.03
2023-07-06,gasto,Publicidad online,marketing,45056.64
2024-02-08,gasto,Publicidad online,marketing,25160.48
2025-08-10,gasto,Compra inventario,costos,228022.37
2023-08-27,gasto,Compra inventario,costos,263440.4
2025-06-09,gasto,Servicios publicos,infraestructura,40424.23
2024-03-07,gasto,Servicios publicos,infraestructura,99479.15
2023-05-20,gasto,Compra inventario,costos,182479.23
2025-08-02,gasto,Consultoria externa,servicios,135668.99
2025-02-14,ingreso,Venta producto B,ventas,225223.8
2023-12-13,gasto,Publicidad online,marketing,50341.56
2024-03-21,ingreso,Venta producto A,ventas,457979.75
2025-06-03,gasto,Consultoria externa,servicios,40609.81
2023-09-28,ingreso,Venta producto B,ventas,777829.86
2025-05-16,gasto,Compra inventario,costos,262253.38
2025-02-06,gasto,Consultoria externa,servicios,126331.98
2024-08-21,gasto,Renta oficina,infraestructura,87898.34
2023-01-17,gasto,Publicidad online,marketing,46070.44
2025-05-02,gasto,Nomina Operativa,personal,84033.36
2024-05-05,gasto,Consultoria externa,servicios,100261.46
2025-07-15,gasto,Nomina Operativa,personal,105285.66
2023-07-20,gasto,Publicidad online,marketing,69210.01
2023-02-22,gasto,Nomina Operativa,personal,217620.41
2024-03-11,gasto,Compra inventario,costos,140969.5
2024-07-10,ingreso,Venta producto B,ventas,419152.41
2024-08-15,ingreso,Venta producto A,ventas,423236.01
2023-04-09,gasto,Compra inventario,costos,88177.59
2024-11-25,gasto,Nomina Operativa,personal,109694.27
2024-12-26,gasto,Publicidad online,marketing,30875.68
2024-11-08,ingreso,Venta producto A,ventas,477554.86
2024-11-09,gasto,Publicidad online,marketing,15598.92
2024-12-26,ingreso,Venta producto A,ventas,557293.71
2025-07-26,gasto,Renta oficina,infraestructura,93152.31
2024-02-21,gasto,Compra inventario,costos,275826.12
2024-03-27,gasto,Nomina Operativa,personal,236689.43
2024-12-21,gasto,Consultoria externa,servicios,26506.66
2023-01-20,gasto,Renta oficina,infraestructura,57799.54
2023-04-02,ingreso,Venta producto A,ventas,352753.1
2025-08-11,ingreso,Venta producto A,ventas,530359.65
2025-01-12,ingreso,Venta producto B,ventas,307101.0
2023-12-27,gasto,Servicios publicos,infraestructura,87287.73
2023-07-26,ingreso,Venta producto A,ventas,239103.51
2025-02-20,gasto,Consultoria externa,servicios,66917.03
2024-05-10,gasto,Renta oficina,infraestructura,85607.72
2024-11-09,gasto,Consultoria externa,servicios,61802.84
2024-07-03,gasto,Publicidad online,marketing,44653.62
2024-01-28,gasto,Consultoria externa,servicios,95373.79
2024-09-05,gasto,Publicidad online,marketing,70273.24
2024-04-11,gasto,Publicidad online,marketing,68085.1
2025-04-29,ingreso,Venta producto A,ventas,745023.65
2024-07-08,gasto,Renta oficina,infraestructura,55591.71
2023-05-08,gasto,Servicios publicos,infraestructura,93087.7
2023-05-18,ingreso,Venta producto A,ventas,156597.5
2025-05-30,ingreso,Venta producto A,ventas,579169.49
2025-03-27,gasto,Nomina Operativa,personal,158139.37
2025-05-14,gasto,Servicios publicos,infraestructura,41062.81
2025-05-08,ingreso,Venta producto B,ventas,967584.49
2024-11-20,gasto,Consultoria externa,servicios,149969.28
2024-04-06,gasto,Consultoria externa,servicios,73285.94
2025-09-03,gasto,Compra inventario,costos,221061.13
2025-01-01,gasto,Publicidad online,marketing,59378.28
2023-03-08,ingreso,Venta producto A,ventas,215578.64
2024-11-04,gasto,Nomina Operativa,personal,214626.87
2023-11-30,gasto,Compra inventario,costos,160344.09
2025-09-01,gasto,Servicios publicos,infraestructura,41519.92
2023-08-15,ingreso,Venta producto B,ventas,964356.06
2023-03-08,gasto,Publicidad online,marketing,28461.44
2024-03-11,gasto,Compra inventario,costos,75157.77
2023-04-23,gasto,Nomina Operativa,personal,90872.4
2025-07-17,gasto,Compra inventario,costos,191300.4
2024-03-17,gasto,Renta oficina,infraestructura,95416.31
2023-11-05,gasto,Servicios publicos,infraestructura,94261.51
2025-01-18,gasto,Nomina Operativa,personal,121438.43
2025-06-07,gasto,Consultoria externa,servicios,77415.17
2024-07-02,ingreso,Venta producto A,ventas,913275.79
2024-06-26,gasto,Publicidad online,marketing,48061.96
2024-10-16,ingreso,Venta producto A,ventas,787094.75
2023-05-25,gasto,Consultoria externa,servicios,17771.13
2024-05-23,gasto,Compra inventario,costos,55301.88
2024-10-05,gasto,Consultoria externa,servicios,13197.43
2024-12-08,gasto,Renta oficina,infraestructura,5161.24
2023-09-10,ingreso,Venta producto B,ventas,691994.13
2025-08-30,gasto,Compra inventario,costos,98950.14
2024-08-14,gasto,Compra inventario,costos,181879.58
2024-04-11,ingreso,Venta producto B,ventas,50035.66
2025-08-19,gasto,Compra inventario,costos,178775.69
2023-05-05,ingreso,Venta producto A,ventas,928300.58
2024-05-04,gasto,Renta oficina,infraestructura,50816.63
2025-02-19,gasto,Nomina Operativa,personal,132476.6
2024-10-24,gasto,Publicidad online,marketing,49382.8
2024-06-26,ingreso,Venta producto B,ventas,940969.68
2024-02-15,gasto,Nomina Operativa,personal,59402.73
2023-05-12,ingreso,Venta producto B,ventas,834596.21
2025-07-06,gasto,Nomina Operativa,personal,192215.33
2023-06-11,ingreso,Venta producto B,ventas,58854.65
2025-06-01,ingreso,Venta producto A,ventas,256426.66
2025-09-27,gasto,Consultoria externa,servicios,136687.36
2025-03-22,ingreso,Venta producto A,ventas,303641.91
2024-12-03,gasto,Compra inventario,costos,269641.73
2025-03-12,gasto,Renta oficina,infraestructura,31481.37
2023-09-10,gasto,Renta oficina,infraestructura,36848.26
2023-09-09,gasto,Compra inventario,costos,38371.06
2025-07-06,gasto,Consultoria externa,servicios,106188.29
2023-04-05,gasto,Nomina Operativa,personal,40151.32
2024-09-06,ingreso,Venta producto B,ventas,185193.28
2024-06-04,gasto,Publicidad online,marketing,5285.51
2023-09-24,gasto,Publicidad online,marketing,70137.49
2024-12-14,gasto,Servicios publicos,infraestructura,28319.5
2023-04-02,gasto,Servicios publicos,infraestructura,8415.92
2025-07-02,gasto,Compra inventario,costos,251062.04
2024-07-27,gasto,Nomina Operativa,personal,182730.66
2023-01-20,gasto,Compra inventario,costos,55805.1
2023-02-18,gasto,Servicios publicos,infraestructura,38520.81
2024-07-05,gasto,Renta oficina,infraestructura,30602.87
2024-03-02,gasto,Renta oficina,infraestructura,47876.52
2023-10-22,gasto,Servicios publicos,infraestructura,39444.46
2025-03-03,ingreso,Venta producto A,ventas,556262.49
2025-03-06,ingreso,Venta producto B,ventas,871725.73
2025-05-12,ingreso,Venta producto B,ventas,509459.07
2025-03-11,ingreso,Venta producto A,ventas,696512.97
2024-09-17,gasto,Compra inventario,costos,160599.29
2023-02-28,gasto,Compra inventario,costos,221925.39
2023-01-19,gasto,Renta oficina,infraestructura,57490.15
2025-03-24,gasto,Renta oficina,infraestructura,5602.3
2023-10-06,gasto,Servicios publicos,infraestructura,48151.39
2025-09-11,gasto,Renta oficina,infraestructura,48413.56
2024-04-29,gasto,Consultoria externa,servicios,122523.6
2023-05-28,gasto,Consultoria externa,servicios,88736.61
2023-03-24,gasto,Consultoria externa,servicios,38693.34
2024-03-14,gasto,Publicidad online,marketing,40214.06
2024-12-24,ingreso,Venta producto B,ventas,475965.06
2025-05-13,gasto,Servicios publicos,infraestructura,47626.15
2024-08-09,gasto,Publicidad online,marketing,69387.95
2023-09-14,ingreso,Venta producto A,ventas,899525.55
2025-06-07,ingreso,Venta producto B,ventas,547069.94
2024-11-14,gasto,Nomina Operativa,personal,235434.31
2025-05-12,gasto,Publicidad online,marketing,8653.05
2024-09-17,ingreso,Venta producto A,ventas,183995.95
2023-04-20,gasto,Renta oficina,infraestructura,40762.43
2024-09-02,gasto,Consultoria externa,servicios,134524.05
2024-03-13,gasto,Servicios publicos,infraestructura,56504.29
2024-07-03,gasto,Consultoria externa,servicios,46000.6
2025-03-28,gasto,Nomina Operativa,personal,129399.94
2023-03-12,gasto,Servicios publicos,infraestructura,24226.74
2023-05-10,gasto,Consultoria externa,servicios,27010.27
2024-12-26,gasto,Compra inventario,costos,87182.13
2025-09-19,gasto,Nomina Operativa,personal,19134.66
2025-07-09,gasto,Nomina Operativa,personal,86836.95
2023-12-28,gasto,Renta oficina,infraestructura,41343.42
2025-07-25,ingreso,Venta producto A,ventas,252718.9
2023-06-07,gasto,Servicios publicos,infraestructura,93139.67
2024-08-08,ingreso,Venta producto A,ventas,535954.54
2024-07-08,gasto,Consultoria externa,servicios,45085.8
2024-12-01,gasto,Publicidad online,marketing,64284.69
2023-07-12,gasto,Nomina Operativa,personal,75286.51
2024-04-18,gasto,Compra inventario,costos,106109.2
2024-03-18,gasto,Publicidad online,marketing,78684.74
2025-05-25,gasto,Servicios publicos,infraestructura,47486.91
2024-10-28,ingreso,Venta producto B,ventas,669708.3
2025-02-16,gasto,Publicidad online,marketing,67921.91
2024-09-24,gasto,Servicios publicos,infraestructura,15655.86
2025-08-05,gasto,Renta oficina,infraestructura,54343.03
2024-07-13,ingreso,Venta producto B,ventas,144151.7
2024-05-29,gasto,Consultoria externa,servicios,108346.27
2023-06-30,gasto,Compra inventario,costos,196456.2
2023-12-10,ingreso,Venta producto A,ventas,247678.5
2025-03-14,gasto,Nomina Operativa,personal,196244.16
2024-10-04,gasto,Servicios publicos,infraestructura,66533.35
2024-01-31,gasto,Renta oficina,infraestructura,96202.92
2023-03-22,gasto,Servicios publicos,infraestructura,17491.99
2025-01-28,ingreso,Venta producto A,ventas,464504.82
2023-01-29,gasto,Servicios publicos,infraestructura,43561.92
2023-03-22,gasto,Servicios publicos,infraestructura,72985.53
2023-11-16,ingreso,Venta producto B,ventas,584706.07
2023-06-03,gasto,Servicios publicos,infraestructura,71646.85
2023-01-15,gasto,Servicios publicos,infraestructura,58790.99
2023-09-29,gasto,Compra inventario,costos,161764.7
2024-05-19,ingreso,Venta producto A,ventas,120640.67
2024-10-21,gasto,Consultoria externa,servicios,16213.77
2025-08-02,gasto,Consultoria externa,servicios,32732.27
2025-06-13,gasto,Compra inventario,costos,139794.16
2024-03-17,ingreso,Venta producto B,ventas,297734.14
2025-09-25,gasto,Consultoria externa,servicios,122236.01
2025-01-26,gasto,Renta oficina,infraestructura,82745.72
2023-07-24,ingreso,Venta producto A,ventas,977151.7
2023-11-28,gasto,Renta oficina,infraestructura,39312.19
2025-09-19,gasto,Consultoria externa,servicios,83622.43
2023-01-09,ingreso,Venta producto A,ventas,974960.96
2023-10-02,ingreso,Venta producto A,ventas,342583.37
2025-08-04,ingreso,Venta producto B,ventas,486908.09
2025-06-02,gasto,Renta oficina,infraestructura,32074.17
2023-06-07,ingreso,Venta producto A,ventas,917779.93
2025-07-13,gasto,Renta oficina,infraestructura,88677.3
2023-02-13,gasto,Publicidad online,marketing,6147.35
2023-06-11,ingreso,Venta producto A,ventas,513535.3
2024-07-27,gasto,Compra inventario,costos,104695.14
2023-03-16,gasto,Renta oficina,infraestructura,89189.07
2025-08-19,gasto,Renta oficina,infraestructura,88514.53
2023-04-29,gasto,Servicios publicos,infraestructura,49260.82
2023-10-30,ingreso,Venta producto A,ventas,279429.83
2025-07-25,gasto,Renta oficina,infraestructura,8551.01
2023-01-04,ingreso,Venta producto B,ventas,744910.15
2024-01-12,gasto,Renta oficina,infraestructura,41636.84
2024-10-01,gasto,Renta oficina,infraestructura,73723.48
2023-10-16,ingreso,Venta producto A,ventas,333980.85
2023-02-14,gasto,Publicidad online,marketing,61019.67
2025-07-03,gasto,Publicidad online,marketing,33613.76
2025-01-06,gasto,Consultoria externa,servicios,57121.58
2024-06-13,gasto,Publicidad online,marketing,60569.24
2024-02-28,gasto,Publicidad online,marketing,30534.37
2023-12-23,ingreso,Venta producto B,ventas,858590.84
2024-06-24,gasto,Servicios publicos,infraestructura,6543.16
2023-10-27,gasto,Publicidad online,marketing,26682.01
2024-10-26,gasto,Consultoria externa,servicios,76164.66
2025-05-30,gasto,Renta oficina,infraestructura,84526.58
2023-07-20,gasto,Nomina Operativa,personal,135434.7
2023-06-18,gasto,Renta oficina,infraestructura,94252.29
2023-08-17,gasto,Servicios publicos,infraestructura,28586.1
2025-05-26,gasto,Publicidad online,marketing,9452.31
2023-05-04,gasto,Renta oficina,infraestructura,90500.01
2024-11-04,gasto,Consultoria externa,servicios,37348.99
2023-01-17,gasto,Nomina Operativa,personal,204279.81
2024-10-30,gasto,Compra inventario,costos,71415.76
2025-01-11,ingreso,Venta producto A,ventas,918708.2
2025-09-17,ingreso,Venta producto B,ventas,651745.25
2025-09-22,gasto,Compra inventario,costos,218683.06
2025-01-25,gasto,Servicios publicos,infraestructura,56824.65
2024-12-10,gasto,Compra inventario,costos,130177.78
2023-03-14,gasto,Renta oficina,infraestructura,90200.85
2025-01-26,ingreso,Venta producto B,ventas,360980.84
2025-07-26,gasto,Consultoria externa,servicios,37884.39
2023-04-20,ingreso,Venta producto A,ventas,296488.28
2023-03-01,gasto,Nomina Operativa,personal,12239.27
2023-01-26,gasto,Consultoria externa,servicios,95531.91
2025-02-11,gasto,Consultoria externa,servicios,59588.64
2024-04-10,gasto,Compra inventario,costos,193749.13
2024-01-09,gasto,Compra inventario,costos,151304.78
2025-02-11,gasto,Renta oficina,infraestructura,69879.21
2024-11-20,gasto,Renta oficina,infraestructura,39516.72
2024-03-05,gasto,Publicidad online,marketing,63732.88
2024-04-13,gasto,Renta oficina,infraestructura,77504.0
2024-03-23,gasto,Compra inventario,costos,95399.08
2025-09-14,gasto,Renta oficina,infraestructura,56112.96
2024-08-31,gasto,Nomina Operativa,personal,177965.5
2023-02-01,gasto,Servicios publicos,infraestructura,18422.26
2023-12-06,gasto,Renta oficina,infraestructura,51024.34
2024-01-26,gasto,Nomina Operativa,personal,42390.33
2023-11-10,gasto,Publicidad online,marketing,5841.05
2023-03-03,ingreso,Venta producto A,ventas,333407.68
2024-04-08,gasto,Nomina Operativa,personal,91982.41
2024-08-29,gasto,Compra inventario,costos,254313.6
2023-03-19,gasto,Renta oficina,infraestructura,43012.33
2025-05-06,gasto,Consultoria externa,servicios,86873.98
2023-01-17,gasto,Servicios publicos,infraestructura,15850.17
2024-03-08,gasto,Renta oficina,infraestructura,59771.73
2025-08-04,gasto,Compra inventario,costos,94881.38
2024-06-03,gasto,Servicios publicos,infraestructura,61934.42
2025-01-18,ingreso,Venta producto A,ventas,828344.86
2023-02-03,gasto,Compra inventario,costos,146581.96
2024-09-15,gasto,Renta oficina,infraestructura,26378.3
2024-01-21,gasto,Consultoria externa,servicios,25900.89
2023-12-26,gasto,Publicidad online,marketing,72987.91
2023-04-05,gasto,Nomina Operativa,personal,160486.92
2024-07-29,gasto,Publicidad online,marketing,11826.0
2025-04-17,gasto,Servicios publicos,infraestructura,9085.05
2023-03-08,gasto,Nomina Operativa,personal,44753.02
2023-09-21,ingreso,Venta producto A,ventas,161808.89
2023-09-07,ingreso,Venta producto A,ventas,60111.54
2025-01-23,ingreso,Venta producto B,ventas,85612.33
2025-07-31,gasto,Servicios publicos,infraestructura,93174.29
2023-05-25,ingreso,Venta producto B,ventas,953731.75
2023-09-25,ingreso,Venta producto A,ventas,671309.86
2025-08-17,gasto,Renta oficina,infraestructura,7410.54
2025-06-01,gasto,Compra inventario,costos,213942.93
2023-01-13,gasto,Consultoria externa,servicios,106392.98
2023-10-06,ingreso,Venta producto A,ventas,751019.68
2024-06-17,gasto,Nomina Operativa,personal,33943.54
2024-08-02,ingreso,Venta producto B,ventas,816571.25
2025-09-02,gasto,Nomina Operativa,personal,171288.01
2023-12-19,gasto,Publicidad online,marketing,33656.07
2024-05-12,gasto,Nomina Operativa,personal,200616.13
2025-03-23,gasto,Renta oficina,infraestructura,49433.88
2023-02-18,gasto,Nomina Operativa,personal,81112.88
