fecha,tipo,concepto,categoria,monto
2024-08-26,gasto,Consultoria externa,servicios,83779.65
2025-09-13,gasto,Compra inventario,costos,107994.47
2023-02-20,gasto,Renta oficina,infraestructura,56876.44
2023-12-12,gasto,Renta oficina,infraestructura,72051.29
2025-02-06,gasto,Consultoria externa,servicios,38135.98
2024-02-14,gasto,Consultoria externa,servicios,50163.91
2024-12-08,gasto,Nomina Operativa,personal,204581.12
2025-07-02,gasto,Consultoria externa,servicios,108271.53
2023-12-05,gasto,Compra inventario,costos,169007.43
2024-04-15,ingreso,Venta producto B,ventas,667522.06
2025-03-30,gasto,Compra inventario,costos,46001.84
2023-04-20,gasto,Servicios publicos,infraestructura,54521.86
2023-09-09,gasto,Nomina Operativa,personal,58634.61
2024-04-10,gasto,Nomina Operativa,personal,82217.31
2024-02-01,gasto,Servicios publicos,infraestructura,99055.23
2023-08-02,gasto,Publicidad online,marketing,11510.43
2024-05-03,gasto,Servicios publicos,infraestructura,42035.76
2024-05-31,gasto,Servicios publicos,infraestructura,41503.58
2023-01-14,gasto,Compra inventario,costos,135211.52
2023-03-06,ingreso,Venta producto A,ventas,998836.93
2023-08-14,gasto,Servicios publicos,infraestructura,17173.04
2024-09-16,ingreso,Venta producto A,ventas,553995.64
2024-07-15,ingreso,Venta producto B,ventas,830211.24
2023-03-23,gasto,Servicios publicos,infraestructura,80507.43
2024-07-30,gasto,Publicidad online,marketing,41700.24
2023-01-24,ingreso,Venta producto A,ventas,603955.5
2025-02-25,ingreso,Venta producto A,ventas,790312.19
2024-07-18,gasto,Publicidad online,marketing,56005.55
2023-11-16,gasto,Publicidad online,marketing,31409.73
2023-06-08,gasto,Renta oficina,infraestructura,25760.28
2024-04-18,gasto,Servicios publicos,infraestructura,79161.56
2023-10-25,gasto,Nomina Operativa,personal,170589.33
2023-07-31,gasto,Renta oficina,infraestructura,47956.59
2024-10-01,gasto,Consultoria externa,servicios,12465.97
2024-02-26,gasto,Publicidad online,marketing,11975.84
2024-10-02,ingreso,Venta producto B,ventas,868865.25
2025-04-06,gasto,Renta oficina,infraestructura,34578.18
2023-11-13,ingreso,Venta producto B,ventas,998886.56
2024-01-21,gasto,Nomina Operativa,personal,30861.59
2025-07-18,gasto,Consultoria externa,servicios,132839.63
2025-08-21,gasto,Consultoria externa,servicios,16602.25
2025-07-30,gasto,Publicidad online,marketing,61776.49
2024-07-10,gasto,Nomina Operativa,personal,165644.11
2023-12-25,gasto,Publicidad online,marketing,11824.8
2025-01-19,gasto,Renta oficina,infraestructura,47937.21
2025-04-12,gasto,Nomina Operativa,personal,125905.14
2024-01-15,gasto,Compra inventario,costos,179872.83
2024-06-13,gasto,Renta oficina,infraestructura,87637.35
2023-04-03,gasto,Servicios publicos,infraestructura,73893.08
2023-09-07,gasto,Consultoria externa,servicios,47472.66
2023-12-30,gasto,Servicios publicos,infraestructura,23322.03
2024-01-05,gasto,Servicios publicos,infraestructura,39795.1
2023-11-09,gasto,Nomina Operativa,personal,185276.19
2025-07-21,ingreso,Venta producto B,ventas,102754.75
2023-06-30,ingreso,Venta producto A,ventas,920775.3
2024-06-17,ingreso,Venta producto B,ventas,60080.92
2025-08-30,gasto,Renta oficina,infraestructura,50517.8
2023-02-26,ingreso,Venta producto A,ventas,257038.28
2023-09-19,gasto,Servicios publicos,infraestructura,74580.78
2024-04-03,gasto,Servicios publicos,infraestructura,38356.01
2025-04-24,gasto,Publicidad online,marketing,64963.41
2024-04-01,ingreso,Venta producto B,ventas,501645.15
2025-06-01,gasto,Compra inventario,costos,227285.64
2025-02-27,gasto,Nomina Operativa,personal,112692.11
2025-01-15,gasto,Publicidad online,marketing,21152.15
2024-08-01,ingreso,Venta producto B,ventas,578653.83
2025-03-05,gasto,Consultoria externa,servicios,14565.34
2023-11-05,gasto,Renta oficina,infraestructura,26189.15
2025-07-06,gasto,Compra inventario,costos,112944.78
2024-11-05,gasto,Renta oficina,infraestructura,83526.48
2024-03-25,gasto,Renta oficina,infraestructura,79839.8
2024-11-02,gasto,Publicidad online,marketing,53102.08
2024-06-10,ingreso,Venta producto A,ventas,642934.25
2025-09-20,gasto,Publicidad online,marketing,72909.54
2023-10-23,gasto,Servicios publicos,infraestructura,20210.46
2025-04-18,gasto,Nomina Operativa,personal,138936.51
2024-09-10,gasto,Nomina Operativa,personal,127991.77
2023-09-07,gasto,Compra inventario,costos,95792.56
2023-07-22,ingreso,Venta producto B,ventas,63963.31
2025-03-21,ingreso,Venta producto A,ventas,506611.67
2023-06-14,gasto,Publicidad online,marketing,16158.58
2024-05-03,gasto,Publicidad online,marketing,64194.16
2023-11-08,gasto,Publicidad online,marketing,16312.94
2025-03-25,gasto,Consultoria externa,servicios,50528.63
2024-05-26,ingreso,Venta producto A,ventas,365113.25
2024-12-29,gasto,Publicidad online,marketing,65353.2
2024-08-25,ingreso,Venta producto A,ventas,948813.53
2023-02-15,gasto,Nomina Operativa,personal,237309.43
2025-06-13,gasto,Consultoria externa,servicios,109763.36
2023-08-08,gasto,Publicidad online,marketing,45245.4
2024-08-28,gasto,Servicios publicos,infraestructura,60495.42
2024-12-10,gasto,Consultoria externa,servicios,133093.94
2023-07-29,gasto,Servicios publicos,infraestructura,87811.52
2023-09-05,gasto,Compra inventario,costos,36130.67
2024-09-25,gasto,Compra inventario,costos,242483.75
2025-05-26,gasto,Renta oficina,infraestructura,36832.42
2024-01-08,gasto,Publicidad online,marketing,7897.99
2025-02-16,gasto,Nomina Operativa,personal,237746.86
2024-05-25,gasto,Compra inventario,costos,269734.3
2024-12-09,gasto,Publicidad online,marketing,67340.37
2024-05-04,gasto,Servicios publicos,infraestructura,7240.93
2024-08-06,gasto,Servicios publicos,infraestructura,71796.63
2024-10-09,gasto,Renta oficina,infraestructura,24509.95
2025-05-26,gasto,Nomina Operativa,personal,161950.88
2024-05-24,ingreso,Venta producto A,ventas,999580.01
2023-10-16,gasto,Compra inventario,costos,161858.17
2025-06-23,gasto,Servicios publicos,infraestructura,41310.8
2024-01-23,gasto,Consultoria externa,servicios,26078.46
2023-10-15,ingreso,Venta producto B,ventas,114400.91
2024-07-07,gasto,Compra inventario,costos,127644.43
2024-02-28,gasto,Servicios publicos,infraestructura,76717.13
2024-04-16,gasto,Compra inventario,costos,143258.15
2024-05-25,gasto,Compra inventario,costos,295958.05
2024-12-07,gasto,Consultoria externa,servicios,61083.06
2025-01-28,gasto,Servicios publicos,infraestructura,31368.0
2024-11-22,gasto,Compra inventario,costos,72240.68
2024-12-21,ingreso,Venta producto B,ventas,947942.37
2025-08-01,gasto,Compra inventario,costos,248996.61
2023-12-28,gasto,Consultoria externa,servicios,28751.39
2023-11-26,gasto,Nomina Operativa,personal,209902.42
2024-12-01,ingreso,Venta producto A,ventas,389183.87
2023-12-18,gasto,Publicidad online,marketing,77655.5
2024-05-06,ingreso,Venta producto B,ventas,443780.36
2025-07-29,gasto,Servicios publicos,infraestructura,66689.23
2024-01-10,ingreso,Venta producto A,ventas,926635.94
2024-11-29,gasto,Compra inventario,costos,287643.75
2025-02-22,gasto,Renta oficina,infraestructura,32371.98
2025-03-24,gasto,Nomina Operativa,personal,38743.73
2025-05-01,gasto,Publicidad online,marketing,52083.56
2025-02-19,gasto,Consultoria externa,servicios,106545.89
2023-08-14,gasto,Nomina Operativa,personal,237799.23
2025-08-05,gasto,Nomina Operativa,personal,121819.93
2025-03-06,gasto,Servicios publicos,infraestructura,12490.98
2024-10-20,ingreso,Venta producto B,ventas,432716.04
2025-05-13,gasto,Consultoria externa,servicios,79067.89
2025-07-16,gasto,Renta oficina,infraestructura,12376.43
2024-11-05,ingreso,Venta producto A,ventas,983014.34
2023-11-02,gasto,Publicidad online,marketing,49725.06
2024-01-03,gasto,Consultoria externa,servicios,72302.54
2023-07-20,gasto,Renta oficina,infraestructura,74215.1
2025-02-04,ingreso,Venta producto A,ventas,153913.85
2023-10-23,gasto,Consultoria externa,servicios,72640.91
2024-09-22,gasto,Consultoria externa,servicios,34365.25
2025-09-09,ingreso,Venta producto B,ventas,542815.97
2024-01-07,gasto,Renta oficina,infraestructura,68193.7
2023-02-01,gasto,Compra inventario,costos,291093.14
2024-10-14,gasto,Nomina Operativa,personal,63984.3
2025-05-24,gasto,Nomina Operativa,personal,126572.53
2024-12-02,gasto,Nomina Operativa,personal,96623.68
2024-04-12,gasto,Servicios publicos,infraestructura,26419.18
2023-01-11,gasto,Compra inventario,costos,195087.19
2023-09-29,gasto,Publicidad online,marketing,13600.98
2023-05-06,gasto,Servicios publicos,infraestructura,42641.06
2023-10-16,gasto,Compra inventario,costos,88381.71
2023-01-13,gasto,Compra inventario,costos,18705.08
2024-10-09,gasto,Nomina Operativa,personal,248951.27
2025-07-21,gasto,Compra inventario,costos,190374.88
2024-11-19,ingreso,Venta producto A,ventas,229490.13
2024-04-15,ingreso,Venta producto A,ventas,727586.57
2025-05-02,gasto,Publicidad online,marketing,65723.28
2024-06-21,gasto,Renta oficina,infraestructura,17755.28
2023-06-23,ingreso,Venta producto B,ventas,671957.32
2023-01-26,gasto,Consultoria externa,servicios,27768.09
2024-05-06,ingreso,Venta producto B,ventas,309813.28
2024-11-09,ingreso,Venta producto B,ventas,946120.66
2024-03-04,gasto,Nomina Operativa,personal,163538.25
2025-03-17,ingreso,Venta producto A,ventas,249426.25
2023-11-20,ingreso,Venta producto B,ventas,768089.74
2023-08-24,gasto,Consultoria externa,servicios,46486.52
2025-01-29,gasto,Consultoria externa,servicios,132957.43
2025-08-06,ingreso,Venta producto A,ventas,395300.8
2023-06-30,gasto,Servicios publicos,infraestructura,64100.89
2024-11-26,gasto,Renta oficina,infraestructura,86711.12
2025-04-24,gasto,Servicios publicos,infraestructura,72152.82
2025-07-11,gasto,Publicidad online,marketing,45151.15
2024-11-04,ingreso,Venta producto B,ventas,879031.51
2025-06-13,gasto,Publicidad online,marketing,43985.61
2023-11-17,gasto,Publicidad online,marketing,60455.43
2024-09-17,gasto,Servicios publicos,infraestructura,65878.45
2024-08-10,ingreso,Venta producto B,ventas,888615.83
2025-05-14,gasto,Compra inventario,costos,252689.66
2023-06-29,gasto,Consultoria externa,servicios,75567.1
2024-04-17,gasto,Publicidad online,marketing,61254.63
2023-03-04,gasto,Compra inventario,costos,32095.23
2025-01-23,gasto,Publicidad online,marketing,50254.21
2025-04-01,gasto,Compra inventario,costos,62044.47
2023-08-05,ingreso,Venta producto B,ventas,589678.93
2025-05-03,gasto,Renta oficina,infraestructura,21525.23
2024-06-30,ingreso,Venta producto B,ventas,299111.04
2025-08-21,gasto,Servicios publicos,infraestructura,28352.01
2025-09-09,ingreso,Venta producto B,ventas,482411.77
2024-09-29,ingreso,Venta producto B,ventas,155497.51
2023-07-01,gasto,Nomina Operativa,personal,39357.79
2024-04-22,gasto,Compra inventario,costos,246840.84
2024-07-13,ingreso,Venta producto A,ventas,342072.7
2025-06-07,gasto,Compra inventario,costos,75069.64
2023-05-10,gasto,Servicios publicos,infraestructura,83527.71
2025-05-13,gasto,Servicios publicos,infraestructura,63100.5
2024-03-15,gasto,Compra inventario,costos,40736.77
2024-06-22,gasto,Renta oficina,infraestructura,98230.04
2025-09-12,gasto,Consultoria externa,servicios,106211.55
2024-12-24,gasto,Compra inventario,costos,22947.98
2024-10-15,ingreso,Venta producto A,ventas,279009.89
2024-02-24,gasto,Publicidad online,marketing,69520.24
2023-12-07,ingreso,Venta producto A,ventas,494961.29
2024-02-23,ingreso,Venta producto A,ventas,420964.59
2024-06-26,gasto,Nomina Operativa,personal,227723.99
2024-06-07,ingreso,Venta producto B,ventas,108298.5
2023-11-18,gasto,Renta oficina,infraestructura,52403.93
2024-06-25,gasto,Servicios publicos,infraestructura,20711.42
2024-07-19,ingreso,Venta producto A,ventas,260521.02
2024-10-22,gasto,Renta oficina,infraestructura,52523.38
2023-01-11,gasto,Nomina Operativa,personal,25638.73
2024-12-10,gasto,Compra inventario,costos,255709.5
2023-10-18,gasto,Nomina Operativa,personal,140236.26
2023-03-10,gasto,Compra inventario,costos,85223.17
2025-01-21,gasto,Compra inventario,costos,132349.22
2025-01-10,gasto,Servicios publicos,infraestructura,72040.4
2023-05-31,gasto,Consultoria externa,servicios,110738.26
2023-11-12,gasto,Consultoria externa,servicios,142983.32
2023-06-03,gasto,Renta oficina,infraestructura,36222.96
2023-03-05,gasto,Publicidad online,marketing,33369.98
2023-06-03,gasto,Compra inventario,costos,170122.34
2024-11-04,gasto,Publicidad online,marketing,67846.11
2023-05-17,gasto,Publicidad online,marketing,75894.16
2024-04-12,gasto,Publicidad online,marketing,23191.46
2023-05-01,gasto,Renta oficina,infraestructura,59058.2
2023-06-24,gasto,Publicidad online,marketing,29135.72
2023-01-09,ingreso,Venta producto B,ventas,684951.58
2025-02-26,ingreso,Venta producto A,ventas,121804.59
2023-07-04,gasto,Consultoria externa,servicios,28234.55
2023-12-25,ingreso,Venta producto A,ventas,740705.38
2024-11-22,ingreso,Venta producto B,ventas,245850.44
2023-06-04,gasto,Publicidad online,marketing,71121.43
2025-07-04,gasto,Servicios publicos,infraestructura,65794.11
2024-08-01,gasto,Renta oficina,infraestructura,11291.68
2025-08-23,ingreso,Venta producto B,ventas,551013.09
2023-08-27,gasto,Nomina Operativa,personal,133159.66
2023-09-25,ingreso,Venta producto B,ventas,751477.23
2023-02-07,gasto,Renta oficina,infraestructura,99843.33
2023-02-25,gasto,Publicidad online,marketing,13325.66
2023-07-30,gasto,Nomina Operativa,personal,193669.57
2024-09-10,gasto,Publicidad online,marketing,45284.77
2024-08-04,gasto,Servicios publicos,infraestructura,48684.6
2025-01-03,gasto,Consultoria externa,servicios,13029.43
2024-05-26,gasto,Servicios publicos,infraestructura,86406.6
2023-07-22,ingreso,Venta producto B,ventas,471886.15
2023-11-21,gasto,Nomina Operativa,personal,243561.74
2023-02-05,ingreso,Venta producto B,ventas,677588.1
2024-03-01,gasto,Compra inventario,costos,223488.94
2023-08-17,gasto,Consultoria externa,servicios,43770.95
2023-03-13,ingreso,Venta producto A,ventas,932034.57
2025-05-19,ingreso,Venta producto B,ventas,841890.54
2024-03-12,gasto,Compra inventario,costos,71166.36
2023-01-03,gasto,Compra inventario,costos,150580.79
2024-04-27,ingreso,Venta producto A,ventas,854479.08
2023-10-27,ingreso,Venta producto B,ventas,712340.67
2024-02-19,ingreso,Venta producto B,ventas,648910.6
2024-03-18,gasto,Renta oficina,infraestructura,24394.02
2024-08-20,gasto,Servicios publicos,infraestructura,80964.35
2024-01-26,ingreso,Venta producto A,ventas,97071.41
2024-09-18,gasto,Servicios publicos,infraestructura,29355.38
2023-09-20,ingreso,Venta producto B,ventas,462251.77
2024-06-12,gasto,Nomina Operativa,personal,174214.34
2025-03-12,ingreso,Venta producto A,ventas,235893.82
2025-03-02,ingreso,Venta producto B,ventas,603732.74
2025-02-26,ingreso,Venta producto B,ventas,75838.01
2024-12-26,gasto,Publicidad online,marketing,43932.49
2023-06-05,gasto,Nomina Operativa,personal,13781.96
2024-02-15,ingreso,Venta producto B,ventas,985338.81
2023-08-07,ingreso,Venta producto A,ventas,316973.31
2023-11-19,gasto,Compra inventario,costos,297365.73
2025-07-25,gasto,Publicidad online,marketing,53767.37
2023-08-08,gasto,Servicios publicos,infraestructura,97225.25
2023-07-26,gasto,Servicios publicos,infraestructura,32850.56
2024-07-19,gasto,Nomina Operativa,personal,53393.03
2023-11-23,gasto,Nomina Operativa,personal,238674.11
2023-02-01,gasto,Nomina Operativa,personal,67684.88
2025-02-02,gasto,Consultoria externa,servicios,34283.45
