fecha,tipo,concepto,categoria,monto
2024-09-30,ingreso,Venta producto A,ventas,711262.41
2023-05-04,ingreso,Venta producto A,ventas,299664.82
2025-06-13,ingreso,Venta producto A,ventas,524353.47
2025-05-22,gasto,Consultoria externa,servicios,112392.04
2025-01-15,gasto,Consultoria externa,servicios,56732.83
2023-08-26,gasto,Servicios publicos,infraestructura,65443.29
2025-05-31,gasto,Nomina Operativa,personal,90663.75
2024-04-18,gasto,Renta oficina,infraestructura,88809.37
2023-03-24,gasto,Consultoria externa,servicios,67596.13
2025-01-15,ingreso,Venta producto A,ventas,959473.0
2023-11-23,gasto,Consultoria externa,servicios,44499.32
2025-07-27,gasto,Servicios publicos,infraestructura,40152.11
2023-08-04,gasto,Renta oficina,infraestructura,39131.59
2023-05-10,gasto,Renta oficina,infraestructura,89082.92
2025-08-29,ingreso,Venta producto B,ventas,504817.91
2024-02-11,gasto,Publicidad online,marketing,69001.24
2024-01-01,gasto,Servicios publicos,infraestructura,22687.06
2024-04-13,ingreso,Venta producto B,ventas,947615.77
2024-11-15,gasto,Compra inventario,costos,144463.29
2023-05-09,gasto,Compra inventario,costos,39005.12
2025-02-24,gasto,Renta oficina,infraestructura,68901.84
2024-06-07,gasto,Renta oficina,infraestructura,20035.71
2024-04-25,gasto,Compra inventario,costos,54074.29
2024-06-07,gasto,Servicios publicos,infraestructura,16375.38
2023-08-15,gasto,Nomina Operativa,personal,134890.87
2023-01-13,gasto,Publicidad online,marketing,64962.33
2024-03-10,gasto,Servicios publicos,infraestructura,42888.92
2024-12-24,gasto,Nomina Operativa,personal,162590.41
2023-01-02,gasto,Publicidad online,marketing,40143.15
2025-04-27,gasto,Compra inventario,costos,290410.96
2024-10-29,gasto,Consultoria externa,servicios,28658.09
2023-03-20,gasto,Compra inventario,costos,177660.11
2023-05-22,gasto,Renta oficina,infraestructura,43900.82
2025-08-08,gasto,Consultoria externa,servicios,144391.63
2024-03-15,ingreso,Venta producto B,ventas,73950.24
2024-03-16,gasto,Renta oficina,infraestructura,61525.4
2024-07-03,gasto,Servicios publicos,infraestructura,31442.07
2025-08-30,gasto,Renta oficina,infraestructura,19527.95
2025-09-02,ingreso,Venta producto B,ventas,981694.12
2023-09-21,gasto,Compra inventario,costos,57086.0
2025-08-02,gasto,Compra inventario,costos,225275.38
2025-08-24,gasto,Publicidad online,marketing,71135.11
2023-05-06,ingreso,Venta producto B,ventas,328482.58
2024-03-30,gasto,Compra inventario,costos,193927.85
2024-06-26,gasto,Publicidad online,marketing,55836.03
2024-01-06,gasto,Nomina Operativa,personal,229423.28
2023-01-11,ingreso,Venta producto B,ventas,981525.64
2025-04-02,gasto,Renta oficina,infraestructura,10870.71
2024-04-21,gasto,Renta oficina,infraestructura,56437.26
2023-05-16,gasto,Servicios publicos,infraestructura,65351.87
2024-07-06,gasto,Publicidad online,marketing,70324.53
2024-10-30,gasto,Renta oficina,infraestructura,69348.46
2025-07-24,ingreso,Venta producto B,ventas,985678.27
2024-02-16,gasto,Renta oficina,infraestructura,6371.62
2023-01-31,ingreso,Venta producto B,ventas,188378.24
2024-05-19,gasto,Consultoria externa,servicios,93792.65
2024-11-04,gasto,Compra inventario,costos,296492.99
2024-01-16,gasto,Servicios publicos,infraestructura,37729.07
2025-01-04,gasto,Renta oficina,infraestructura,34630.36
2023-12-16,ingreso,Venta producto A,ventas,204772.32
2024-10-26,gasto,Publicidad online,marketing,57937.36
2024-08-19,gasto,Compra inventario,costos,141647.64
2023-02-08,gasto,Servicios publicos,infraestructura,47562.29
2024-05-09,gasto,Compra inventario,costos,187489.13
2025-03-24,gasto,Publicidad online,marketing,64764.01
2023-05-27,gasto,Consultoria externa,servicios,67902.96
2025-01-20,gasto,Publicidad online,marketing,30538.23
2025-02-02,gasto,Servicios publicos,infraestructura,51375.18
2025-02-15,ingreso,Venta producto A,ventas,908793.32
2023-10-10,ingreso,Venta producto B,ventas,164981.21
2023-02-10,ingreso,Venta producto A,ventas,328196.03
2023-06-26,ingreso,Venta producto B,ventas,735576.49
2024-03-15,gasto,Servicios publicos,infraestructura,12630.53
2025-07-27,gasto,Compra inventario,costos,188683.09
2025-08-28,gasto,Renta oficina,infraestructura,16633.78
2023-11-02,ingreso,Venta producto B,ventas,713641.39
2025-07-11,gasto,Servicios publicos,infraestructura,53563.28
2024-03-20,gasto,Renta oficina,infraestructura,37368.96
2023-09-09,gasto,Renta oficina,infraestructura,40002.41
2025-09-23,ingreso,Venta producto A,ventas,144512.53
2025-04-24,ingreso,Venta producto B,ventas,753278.46
2025-03-03,ingreso,Venta producto B,ventas,743797.04
2025-06-24,gasto,Servicios publicos,infraestructura,37772.11
2024-05-04,gasto,Consultoria externa,servicios,136277.13
2023-12-15,gasto,Consultoria externa,servicios,74497.4
2025-05-16,gasto,Renta oficina,infraestructura,92264.9
2025-07-04,ingreso,Venta producto B,ventas,873490.19
2023-04-30,gasto,Servicios publicos,infraestructura,24758.59
2023-04-13,ingreso,Venta producto A,ventas,290987.4
2024-07-15,ingreso,Venta producto B,ventas,170684.02
2024-08-13,gasto,Consultoria externa,servicios,37488.67
2023-02-22,gasto,Renta oficina,infraestructura,67881.61
2025-09-09,gasto,Compra inventario,costos,217475.95
2023-11-21,ingreso,Venta producto A,ventas,413491.52
2025-03-04,gasto,Publicidad online,marketing,56008.64
2025-04-18,gasto,Consultoria externa,servicios,46782.27
2024-03-04,gasto,Renta oficina,infraestructura,71584.75
2023-10-31,ingreso,Venta producto A,ventas,143281.59
2023-08-26,gasto,Compra inventario,costos,182626.26
2023-10-24,ingreso,Venta producto B,ventas,435592.76
2025-05-21,gasto,Servicios publicos,infraestructura,9429.11
2025-05-14,ingreso,Venta producto A,ventas,383907.67
2024-04-22,gasto,Nomina Operativa,personal,98569.07
2025-03-02,gasto,Publicidad online,marketing,22465.83
2024-06-09,gasto,Servicios publicos,infraestructura,30717.35
2023-05-25,ingreso,Venta producto A,ventas,289520.32
2023-04-10,gasto,Servicios publicos,infraestructura,80109.03
2025-03-03,gasto,Publicidad online,marketing,17903.44
2025-03-20,gasto,Nomina Operativa,personal,71180.13
2025-07-26,gasto,Nomina Operativa,personal,232932.85
2024-06-02,gasto,Renta oficina,infraestructura,99693.5
2025-09-07,gasto,Consultoria externa,servicios,97577.42
2023-06-25,gasto,Nomina Operativa,personal,53194.82
2024-12-17,gasto,Nomina Operativa,personal,89820.36
2023-09-29,ingreso,Venta producto B,ventas,620736.76
2024-12-18,ingreso,Venta producto A,ventas,839403.6
2025-07-16,gasto,Consultoria externa,servicios,27916.06
2024-02-25,gasto,Nomina Operativa,personal,30916.55
2023-01-04,gasto,Consultoria externa,servicios,74627.68
2023-01-19,ingreso,Venta producto B,ventas,568616.04
2025-01-05,gasto,Consultoria externa,servicios,18120.42
2024-01-10,gasto,Renta oficina,infraestructura,31863.74
2024-10-11,ingreso,Venta producto A,ventas,160272.41
2025-09-20,gasto,Publicidad online,marketing,46124.72
2024-11-14,gasto,Servicios publicos,infraestructura,51066.22
2024-01-23,gasto,Publicidad online,marketing,34447.87
2023-12-06,gasto,Compra inventario,costos,149904.15
2024-07-26,gasto,Compra inventario,costos,123430.23
2024-08-21,ingreso,Venta producto A,ventas,286238.17
2025-05-08,gasto,Nomina Operativa,personal,108740.12
2024-09-18,gasto,Renta oficina,infraestructura,76201.19
2025-05-02,gasto,Servicios publicos,infraestructura,94231.26
2023-04-23,ingreso,Venta producto A,ventas,566562.97
2023-12-15,ingreso,Venta producto A,ventas,612304.26
2023-07-29,gasto,Nomina Operativa,personal,51658.5
2023-07-20,gasto,Consultoria externa,servicios,126763.98
2025-05-14,gasto,Consultoria externa,servicios,98359.33
2025-08-02,ingreso,Venta producto B,ventas,496669.14
2023-08-23,gasto,Renta oficina,infraestructura,82209.91
