fecha,tipo,concepto,categoria,monto
2024-09-30,ingreso,Venta producto A,ventas,711262.41
2024-04-18,gasto,Renta oficina,infraestructura,88809.37
2024-02-11,gasto,Publicidad online,marketing,69001.24
2024-04-13,ingreso,Venta producto B,ventas,947615.77
2024-11-15,gasto,Compra inventario,costos,144463.29
2024-06-07,gasto,Renta oficina,infraestructura,20035.71
2024-04-25,gasto,Compra inventario,costos,54074.29
2024-06-07,gasto,Servicios publicos,infraestructura,16375.38
2024-03-10,gasto,Servicios publicos,infraestructura,42888.92
2024-12-24,gasto,Nomina Operativa,personal,162590.41
2024-10-29,gasto,Consultoria externa,servicios,28658.09
2024-03-15,ingreso,Venta producto B,ventas,73950.24
2024-03-16,gasto,Renta oficina,infraestructura,61525.4
2024-07-03,gasto,Servicios publicos,infraestructura,31442.07
2024-03-30,gasto,Compra inventario,costos,193927.85
2024-06-26,gasto,Publicidad online,marketing,55836.03
2024-01-06,gasto,Nomina Operativa,personal,229423.28
2024-04-21,gasto,Renta oficina,infraestructura,56437.26
2024-07-06,gasto,Publicidad online,marketing,70324.53
2024-10-30,gasto,Renta oficina,infraestructura,69348.46
2024-02-16,gasto,Renta oficina,infraestructura,6371.62
2024-05-19,gasto,Consultoria externa,servicios,93792.65
2024-11-04,gasto,Compra inventario,costos,296492.99
2024-01-16,gasto,Servicios publicos,infraestructura,37729.07
2024-10-26,gasto,Publicidad online,marketing,57937.36
2024-08-19,gasto,Compra inventario,costos,141647.64
2024-05-09,gasto,Compra inventario,costos,187489.13
2024-03-15,gasto,Servicios publicos,infraestructura,12630.53
2024-03-20,gasto,Renta oficina,infraestructura,37368.96
2024-05-04,gasto,Consultoria externa,servicios,136277.13
2024-07-15,ingreso,Venta producto B,ventas,170684.02
2024-08-13,gasto,Consultoria externa,servicios,37488.67
2024-03-04,gasto,Renta oficina,infraestructura,71584.75
2024-04-22,gasto,Nomina Operativa,personal,98569.07
2024-06-09,gasto,Servicios publicos,infraestructura,30717.35
2024-06-02,gasto,Renta oficina,infraestructura,99693.5
2024-12-17,gasto,Nomina Operativa,personal,89820.36
2024-12-18,ingreso,Venta producto A,ventas,839403.6
2024-02-25,gasto,Nomina Operativa,personal,30916.55
2024-01-10,gasto,Renta oficina,infraestructura,31863.74
2024-10-11,ingreso,Venta producto A,ventas,160272.41
2024-11-14,gasto,Servicios publicos,infraestructura,51066.22
2024-01-23,gasto,Publicidad online,marketing,34447.87
2024-07-26,gasto,Compra inventario,costos,123430.23
2024-08-21,ingreso,Venta producto A,ventas,286238.17
2024-09-18,gasto,Renta oficina,infraestructura,76201.19
2024-10-19,ingreso,Venta producto B,ventas,986137.54
2024-04-11,gasto,Publicidad online,marketing,11041.99
2024-04-11,gasto,Publicidad online,marketing,51429.75
2024-08-25,gasto,Renta oficina,infraestructura,83400.75
2024-11-09,gasto,Consultoria externa,servicios,91390.26
2024-10-16,gasto,Compra inventario,costos,255819.92
2024-11-10,ingreso,Venta producto B,ventas,69350.05
2024-03-23,gasto,Consultoria externa,servicios,86065.11
2024-04-07,gasto,Renta oficina,infraestructura,27783.46
2024-05-10,gasto,Servicios publicos,infraestructura,11209.45
2024-10-27,gasto,Servicios publicos,infraestructura,38308.19
2024-12-02,gasto,Publicidad online,marketing,13829.52
2024-09-05,ingreso,Venta producto A,ventas,121112.4
2024-06-14,gasto,Compra inventario,costos,231496.1
2024-01-25,gasto,Renta oficina,infraestructura,47321.57
2024-10-05,gasto,Publicidad online,marketing,77626.17
2024-05-16,gasto,Renta oficina,infraestructura,7567.83
2024-11-22,gasto,Renta oficina,infraestructura,68637.33
2024-08-28,gasto,Nomina Operativa,personal,159031.41
2024-07-09,gasto,Servicios publicos,infraestructura,83653.61
2024-10-02,gasto,Servicios publicos,infraestructura,51951.4
2024-04-18,gasto,Renta oficina,infraestructura,69112.81
2024-11-05,gasto,Publicidad online,marketing,60797.68
2024-02-06,gasto,Nomina Operativa,personal,60747.66
2024-03-28,gasto,Compra inventario,costos,234890.92
2024-02-16,ingreso,Venta producto B,ventas,482222.06
2024-10-09,gasto,Renta oficina,infraestructura,91798.84
2024-02-19,gasto,Compra inventario,costos,50375.44
2024-12-28,ingreso,Venta producto A,ventas,824909.72
2024-05-25,gasto,Publicidad online,marketing,26747.26
2024-09-25,ingreso,Venta producto A,ventas,174451.53
2024-08-31,gasto,Servicios publicos,infraestructura,62763.26
2024-04-23,gasto,Publicidad online,marketing,45172.17
2024-05-24,gasto,Consultoria externa,servicios,29885.55
2024-02-21,ingreso,Venta producto A,ventas,282677.46
2024-07-05,gasto,Renta oficina,infraestructura,39013.71
2024-03-13,gasto,Servicios publicos,infraestructura,81642.99
2024-02-19,gasto,Renta oficina,infraestructura,82227.8
2024-10-27,gasto,Nomina Operativa,personal,182617.51
2024-11-25,gasto,Renta oficina,infraestructura,79150.77
2024-02-10,gasto,Servicios publicos,infraestructura,47963.66
2024-04-29,gasto,Renta oficina,infraestructura,82552.04
2024-08-09,gasto,Compra inventario,costos,206889.66
2024-04-09,gasto,Servicios publicos,infraestructura,38595.92
2024-01-19,ingreso,Venta producto B,ventas,666723.16
2024-02-17,gasto,Renta oficina,infraestructura,69905.89
2024-12-16,ingreso,Venta producto B,ventas,279907.65
2024-08-26,ingreso,Venta producto B,ventas,218352.81
2024-08-18,gasto,Renta oficina,infraestructura,92148.76
2024-05-22,gasto,Compra inventario,costos,287924.18
2024-06-12,gasto,Nomina Operativa,personal,145679.63
2024-02-25,gasto,Nomina Operativa,personal,147804.7
2024-05-05,gasto,Consultoria externa,servicios,123836.74
2024-07-29,gasto,Servicios publicos,infraestructura,28725.81
2024-04-13,ingreso,Venta producto A,ventas,817565.23
2024-10-01,gasto,Renta oficina,infraestructura,34471.44
2024-10-08,gasto,Nomina Operativa,personal,183060.37
2024-10-06,ingreso,Venta producto B,ventas,892230.79
2024-09-12,gasto,Nomina Operativa,personal,49722.95
2024-01-27,gasto,Renta oficina,infraestructura,49773.89
2024-02-09,gasto,Nomina Operativa,personal,63864.57
2024-10-01,gasto,Publicidad online,marketing,30912.51
2024-01-12,gasto,Compra inventario,costos,246751.42
2024-07-04,gasto,Renta oficina,infraestructura,13957.39
2024-05-13,gasto,Servicios publicos,infraestructura,69938.0
2024-09-03,gasto,Compra inventario,costos,24785.24
2024-08-07,ingreso,Venta producto B,ventas,292198.08
2024-05-25,gasto,Nomina Operativa,personal,104430.12
2024-11-15,gasto,Renta oficina,infraestructura,68548.45
2024-09-09,ingreso,Venta producto B,ventas,182764.4
2024-12-12,ingreso,Venta producto B,ventas,169413.08
2024-01-23,gasto,Compra inventario,costos,133156.97
2024-03-05,gasto,Nomina Operativa,personal,120493.8
2024-04-04,gasto,Publicidad online,marketing,44078.79
2024-04-15,gasto,Compra inventario,costos,115335.04
2024-02-09,gasto,Publicidad online,marketing,30231.78
2024-02-12,gasto,Consultoria externa,servicios,57835.38
2024-08-03,gasto,Nomina Operativa,personal,20358.36
2024-03-15,gasto,Servicios publicos,infraestructura,28169.46
2024-05-12,ingreso,Venta producto B,ventas,230548.03
2024-08-26,ingreso,Venta producto B,ventas,131702.49
2024-12-30,gasto,Compra inventario,costos,113529.0
2024-01-17,gasto,Publicidad online,marketing,50186.87
2024-09-14,gasto,Consultoria externa,servicios,56332.6
2024-08-09,gasto,Servicios publicos,infraestructura,85937.44
2024-03-29,gasto,Renta oficina,infraestructura,73534.69
2024-02-17,gasto,Publicidad online,marketing,76099.53
2024-04-12,gasto,Publicidad online,marketing,21728.02
2024-04-27,gasto,Renta oficina,infraestructura,28361.87
2024-05-18,ingreso,Venta producto A,ventas,762500.52
2024-04-21,gasto,Compra inventario,costos,154689.34
2024-01-11,gasto,Servicios publicos,infraestructura,74803.84
2024-10-30,gasto,Nomina Operativa,personal,27853.27
2024-02-27,gasto,Nomina Operativa,personal,35868.48
2024-05-15,gasto,Renta oficina,infraestructura,63392.75
2024-10-09,gasto,Renta oficina,infraestructura,60499.28
2024-01-02,gasto,Compra inventario,costos,135576.3
2024-01-27,gasto,Consultoria externa,servicios,102339.67
2024-04-26,ingreso,Venta producto A,ventas,803226.45
2024-02-13,ingreso,Venta producto B,ventas,725158.72
2024-02-08,gasto,Nomina Operativa,personal,76810.4
2024-07-13,gasto,Consultoria externa,servicios,39067.53
2024-09-22,gasto,Compra inventario,costos,128218.2
2024-09-17,gasto,Nomina Operativa,personal,39737.7
2024-10-27,gasto,Publicidad online,marketing,22629.71
2024-12-23,gasto,Servicios publicos,infraestructura,22220.22
2024-07-31,gasto,Nomina Operativa,personal,223075.71
2024-08-29,gasto,Compra inventario,costos,290599.37
2024-02-09,gasto,Nomina Operativa,personal,220273.41
2024-05-14,gasto,Consultoria externa,servicios,133441.98
2024-01-17,gasto,Compra inventario,costos,63899.43
2024-02-27,ingreso,Venta producto A,ventas,883204.29
2024-05-14,gasto,Compra inventario,costos,151517.31
2024-06-01,gasto,Publicidad online,marketing,69245.17
2024-07-07,gasto,Compra inventario,costos,191055.34
2024-12-23,gasto,Servicios publicos,infraestructura,94719.94
2024-02-05,gasto,Consultoria externa,servicios,53883.21
2024-05-15,gasto,Servicios publicos,infraestructura,5140.84
2024-06-21,gasto,Renta oficina,infraestructura,64321.22
2024-12-06,gasto,Renta oficina,infraestructura,39373.28
2024-12-17,gasto,Renta oficina,infraestructura,54811.48
2024-11-25,gasto,Renta oficina,infraestructura,34340.78
2024-11-29,gasto,Renta oficina,infraestructura,60457.73
2024-06-18,gasto,Servicios publicos,infraestructura,85012.98
2024-09-17,gasto,Compra inventario,costos,123351.25
2024-11-29,gasto,Publicidad online,marketing,69372.85
2024-04-24,gasto,Servicios publicos,infraestructura,31454.95
2024-11-01,gasto,Publicidad online,marketing,61058.39
2024-07-03,gasto,Compra inventario,costos,90916.75
2024-11-16,ingreso,Venta producto B,ventas,843797.4
2024-09-25,gasto,Publicidad online,marketing,57752.46
2024-06-08,ingreso,Venta producto A,ventas,299754.31
2024-07-24,gasto,Nomina Operativa,personal,121640.5
2024-08-04,gasto,Nomina Operativa,personal,204491.66
2024-08-08,gasto,Servicios publicos,infraestructura,78495.5
2024-11-27,gasto,Compra inventario,costos,117719.37
2024-05-09,gasto,Compra inventario,costos,87929.15
2024-05-14,gasto,Renta oficina,infraestructura,52485.31
2024-12-12,ingreso,Venta producto A,ventas,691150.56
2024-05-08,ingreso,Venta producto B,ventas,212632.5
2024-09-25,gasto,Nomina Operativa,personal,200640.79
2024-01-14,ingreso,Venta producto B,ventas,990201.59
2024-02-15,gasto,Publicidad online,marketing,19652.34
2024-08-27,gasto,Nomina Operativa,personal,23341.02
2024-02-21,gasto,Consultoria externa,servicios,40415.24
2024-08-06,gasto,Nomina Operativa,personal,80098.28
2024-03-15,gasto,Publicidad online,marketing,14287.63
2024-09-08,ingreso,Venta producto B,ventas,629547.54
2024-09-16,gasto,Consultoria externa,servicios,94702.2
2024-03-10,gasto,Consultoria externa,servicios,97823.14
2024-11-09,gasto,Nomina Operativa,personal,20600.89
2024-02-08,gasto,Consultoria externa,servicios,46065.31
2024-06-05,gasto,Compra inventario,costos,157898.39
2024-09-08,gasto,Consultoria externa,servicios,49034.34
2024-01-08,ingreso,Venta producto B,ventas,582000.39
2024-09-27,gasto,Renta oficina,infraestructura,45598.2
2024-03-03,gasto,Consultoria externa,servicios,68959.86
2024-02-25,ingreso,Venta producto A,ventas,827565.23
2024-07-23,gasto,Publicidad online,marketing,10228.92
2024-08-04,gasto,Servicios publicos,infraestructura,43596.45
2024-11-24,ingreso,Venta producto B,ventas,316200.71
2024-01-19,gasto,Publicidad online,marketing,12247.77
2024-08-26,gasto,Consultoria externa,servicios,116286.56
2024-12-03,gasto,Nomina Operativa,personal,98248.05
2024-02-07,ingreso,Venta producto A,ventas,528092.73
2024-01-06,gasto,Nomina Operativa,personal,80283.71
2024-08-21,gasto,Publicidad online,marketing,65661.58
2024-10-03,ingreso,Venta producto A,ventas,271733.35
2024-11-17,ingreso,Venta producto A,ventas,386454.6
2024-05-11,gasto,Consultoria externa,servicios,116941.81
2024-01-19,gasto,Compra inventario,costos,244257.38
2024-02-19,ingreso,Venta producto B,ventas,599431.87
2024-03-18,gasto,Compra inventario,costos,238710.67
2024-03-20,ingreso,Venta producto B,ventas,74493.49
2024-01-26,gasto,Consultoria externa,servicios,37116.83
2024-04-01,ingreso,Venta producto A,ventas,705285.59
2024-06-19,gasto,Nomina Operativa,personal,215329.94
2024-04-09,ingreso,Venta producto A,ventas,210856.58
2024-04-22,ingreso,Venta producto B,ventas,467711.0
2024-10-04,gasto,Renta oficina,infraestructura,29603.22
2024-05-12,gasto,Renta oficina,infraestructura,53896.45
2024-05-27,gasto,Publicidad online,marketing,71595.21
2024-09-13,gasto,Consultoria externa,servicios,117546.27
2024-09-11,ingreso,Venta producto A,ventas,572877.71
2024-08-04,ingreso,Venta producto A,ventas,919992.62
2024-04-08,gasto,Renta oficina,infraestructura,81309.63
2024-08-12,gasto,Publicidad online,marketing,15715.69
2024-02-13,gasto,Compra inventario,costos,269108.31
2024-03-13,gasto,Compra inventario,costos,32906.15
2024-04-23,gasto,Compra inventario,costos,248274.7
2024-07-10,ingreso,Venta producto A,ventas,903811.67
2024-12-22,gasto,Consultoria externa,servicios,77782.79
2024-09-14,gasto,Nomina Operativa,personal,183780.01
2024-06-23,gasto,Publicidad online,marketing,6948.27
2024-01-08,gasto,Publicidad online,marketing,12645.94
2024-12-15,gasto,Consultoria externa,servicios,136110.87
2024-12-29,gasto,Publicidad online,marketing,29598.1
2024-01-16,gasto,Servicios publicos,infraestructura,8162.24
2024-07-10,gasto,Renta oficina,infraestructura,22074.65
2024-05-31,gasto,Compra inventario,costos,31687.57
2024-07-24,gasto,Servicios publicos,infraestructura,58710.98
2024-01-02,gasto,Renta oficina,infraestructura,46119.85
2024-09-10,ingreso,Venta producto A,ventas,391017.02
2024-09-15,gasto,Compra inventario,costos,83605.15
2024-04-18,gasto,Nomina Operativa,personal,234457.25
2024-09-05,gasto,Consultoria externa,servicios,20842.45
2024-04-28,ingreso,Venta producto A,ventas,848766.46
2024-07-21,ingreso,Venta producto B,ventas,314195.74
2024-12-19,gasto,Nomina Operativa,personal,24022.34
2024-09-05,gasto,Renta oficina,infraestructura,77973.95
2024-11-01,gasto,Nomina Operativa,personal,90071.87
2024-03-17,gasto,Servicios publicos,infraestructura,16780.68
2024-03-25,gasto,Publicidad online,marketing,30170.48
2024-11-10,gasto,Compra inventario,costos,229173.79
2024-08-20,ingreso,Venta producto A,ventas,827591.71
2024-08-14,gasto,Publicidad online,marketing,57479.57
2024-09-29,gasto,Compra inventario,costos,213995.41
2024-07-05,ingreso,Venta producto B,ventas,726401.97
2024-09-07,gasto,Nomina Operativa,personal,157396.8
2024-11-01,ingreso,Venta producto B,ventas,153546.27
2024-01-24,gasto,Consultoria externa,servicios,26105.13
2024-07-08,ingreso,Venta producto A,ventas,682909.29
2024-09-15,gasto,Consultoria externa,servicios,51407.44
2024-06-29,ingreso,Venta producto B,ventas,202767.09
2024-10-14,ingreso,Venta producto A,ventas,973972.29
2024-01-06,gasto,Renta oficina,infraestructura,24763.19
2024-07-03,gasto,Consultoria externa,servicios,92284.67
2024-08-31,gasto,Renta oficina,infraestructura,59018.64
2024-10-12,gasto,Publicidad online,marketing,16347.7
2024-11-16,gasto,Consultoria externa,servicios,63351.63
2024-08-28,gasto,Servicios publicos,infraestructura,55618.98
2024-04-27,gasto,Renta oficina,infraestructura,57919.27
2024-06-21,gasto,Consultoria externa,servicios,10955.52
2024-08-03,gasto,Publicidad online,marketing,34920.84
2024-05-05,gasto,Servicios publicos,infraestructura,70748.04
2024-06-22,gasto,Consultoria externa,servicios,77014.42
2024-01-14,gasto,Nomina Operativa,personal,92813.37
2024-04-04,gasto,Consultoria externa,servicios,62478.15
2024-05-14,gasto,Compra inventario,costos,135763.79
2024-05-31,ingreso,Venta producto B,ventas,678696.34
2024-03-15,gasto,Consultoria externa,servicios,111269.59
2024-12-12,gasto,Publicidad online,marketing,51061.49
2024-10-02,gasto,Consultoria externa,servicios,60926.73
2024-03-23,gasto,Consultoria externa,servicios,40523.21
2024-07-08,ingreso,Venta producto A,ventas,966667.4
2024-06-14,gasto,Renta oficina,infraestructura,28411.1
2024-08-04,ingreso,Venta producto A,ventas,737400.96
2024-12-10,gasto,Publicidad online,marketing,5228.96
2024-10-09,gasto,Nomina Operativa,personal,241223.27
2024-02-29,ingreso,Venta producto B,ventas,815114.74
2024-09-10,gasto,Servicios publicos,infraestructura,59627.19
2024-08-19,gasto,Publicidad online,marketing,54837.01
2024-02-25,ingreso,Venta producto B,ventas,68875.81
2024-07-29,gasto,Compra inventario,costos,96944.09
2024-06-16,gasto,Consultoria externa,servicios,13434.5
2024-06-14,gasto,Publicidad online,marketing,69302.9
2024-06-29,gasto,Servicios publicos,infraestructura,42858.39
2024-12-11,gasto,Renta oficina,infraestructura,63269.04
2024-10-14,gasto,Servicios publicos,infraestructura,66601.23
2024-07-07,gasto,Nomina Operativa,personal,143571.6
2024-10-15,gasto,Nomina Operativa,personal,153162.55
2024-01-27,gasto,Servicios publicos,infraestructura,20522.49
2024-08-10,gasto,Renta oficina,infraestructura,8104.21
2024-08-25,gasto,Renta oficina,infraestructura,32348.07
