fecha,tipo,concepto,categoria,monto
2023-06-01,gasto,Publicidad online,marketing,65789.11
2023-02-25,gasto,Servicios publicos,infraestructura,16255.86
2023-03-20,gasto,Nomina Operativa,personal,151660.32
2023-04-16,gasto,Servicios publicos,infraestructura,5461.84
2023-04-06,ingreso,Venta producto A,ventas,660848.29
2023-07-09,gasto,Publicidad online,marketing,70369.17
2023-04-18,gasto,Servicios publicos,infraestructura,32557.94
2023-08-13,gasto,Compra inventario,costos,249002.27
2023-03-05,ingreso,Venta producto A,ventas,839884.48
2023-02-22,gasto,Nomina Operativa,personal,146548.72
2023-06-20,gasto,Servicios publicos,infraestructura,28543.76
2023-10-06,ingreso,Venta producto A,ventas,640312.03
2023-02-04,gasto,Publicidad online,marketing,53500.84
2023-08-08,gasto,Nomina Operativa,personal,146806.27
2023-12-16,gasto,Nomina Operativa,personal,79565.73
2023-01-26,gasto,Compra inventario,costos,265444.73
2023-05-10,ingreso,Venta producto B,ventas,505912.87
2023-01-06,ingreso,Venta producto A,ventas,644070.53
2023-05-30,gasto,Renta oficina,infraestructura,79647.95
2023-02-13,gasto,Renta oficina,infraestructura,63394.2
2023-07-07,gasto,Publicidad online,marketing,35524.7
2023-02-17,gasto,Servicios publicos,infraestructura,85774.06
2023-08-17,gasto,Compra inventario,costos,115955.47
2023-08-24,gasto,Renta oficina,infraestructura,37323.04
2023-03-12,gasto,Nomina Operativa,personal,81271.45
2023-01-19,gasto,Compra inventario,costos,234397.61
2023-03-12,gasto,Consultoria externa,servicios,95757.44
2023-03-08,gasto,Renta oficina,infraestructura,81252.19
2023-07-13,gasto,Publicidad online,marketing,60576.61
2023-02-27,gasto,Publicidad online,marketing,50352.46
2023-11-08,gasto,Publicidad online,marketing,71547.86
2023-12-13,gasto,Nomina Operativa,personal,198840.85
2023-10-05,gasto,Compra inventario,costos,296248.35
2023-11-03,gasto,Renta oficina,infraestructura,47843.96
2023-12-24,ingreso,Venta producto B,ventas,693574.26
2023-10-19,ingreso,Venta producto A,ventas,520372.31
2023-11-01,gasto,Consultoria externa,servicios,18326.81
2023-10-20,ingreso,Venta producto B,ventas,921215.59
2023-07-21,gasto,Renta oficina,infraestructura,80947.29
2023-11-19,gasto,Consultoria externa,servicios,142255.62
2023-10-23,gasto,Compra inventario,costos,130368.68
2023-07-23,gasto,Renta oficina,infraestructura,95772.26
2023-07-21,gasto,Publicidad online,marketing,34500.95
2023-07-05,gasto,Nomina Operativa,personal,33007.9
2023-10-22,gasto,Consultoria externa,servicios,122990.17
2023-08-06,gasto,Consultoria externa,servicios,144097.53
2023-09-07,gasto,Publicidad online,marketing,55645.78
2023-12-30,gasto,Nomina Operativa,personal,35136.9
2023-10-27,gasto,Servicios publicos,infraestructura,60693.44
2023-04-24,gasto,Publicidad online,marketing,27302.11
2023-09-10,gasto,Servicios publicos,infraestructura,87481.03
