fecha,tipo,concepto,categoria,monto
2025-08-07,ingreso,Venta producto A,ventas,66842.39
2025-09-01,gasto,Publicidad online,marketing,12809.82
2025-09-08,gasto,Servicios publicos,infraestructura,7036.28
2025-01-15,gasto,Compra inventario,costos,249863.37
2025-04-27,gasto,Publicidad online,marketing,73162.47
2025-01-31,ingreso,Venta producto A,ventas,500760.3
2025-09-10,ingreso,Venta producto B,ventas,138986.61
2025-03-10,ingreso,Venta producto A,ventas,626061.58
2025-03-04,gasto,Publicidad online,marketing,58388.68
2025-07-16,gasto,Servicios publicos,infraestructura,16819.68
2025-05-05,gasto,Consultoria externa,servicios,51349.73
2025-07-09,ingreso,Venta producto A,ventas,419453.49
2025-09-25,gasto,Nomina Operativa,personal,83891.11
2025-09-17,gasto,Publicidad online,marketing,54585.74
2025-06-27,gasto,Nomina Operativa,personal,227368.59
2025-09-13,ingreso,Venta producto A,ventas,330657.26
2025-09-06,ingreso,Venta producto B,ventas,158710.43
2025-02-14,gasto,Servicios publicos,infraestructura,52431.21
2025-09-17,gasto,Nomina Operativa,personal,200066.73
2025-08-17,gasto,Compra inventario,costos,175046.32
2025-01-30,gasto,Publicidad online,marketing,55416.33
2025-08-19,gasto,Publicidad online,marketing,72078.33
2025-03-18,gasto,Compra inventario,costos,114063.71
2025-06-04,gasto,Renta oficina,infraestructura,80907.6
2025-01-08,gasto,Consultoria externa,servicios,53346.06
2025-04-17,gasto,Servicios publicos,infraestructura,9975.0
2025-07-13,gasto,Nomina Operativa,personal,92471.16
2025-08-16,ingreso,Venta producto A,ventas,367799.11
2025-08-17,gasto,Servicios publicos,infraestructura,26552.5
2025-04-01,gasto,Consultoria externa,servicios,35751.87
2025-03-24,gasto,Publicidad online,marketing,29243.53
2025-02-12,ingreso,Venta producto B,ventas,234207.2
2025-04-10,gasto,Servicios publicos,infraestructura,21267.63
2025-03-05,gasto,Renta oficina,infraestructura,31844.9
2025-03-13,gasto,Renta oficina,infraestructura,76692.33
2025-04-06,ingreso,Venta producto B,ventas,107310.22
2025-07-05,gasto,Compra inventario,costos,240776.55
2025-08-04,gasto,Compra inventario,costos,245829.98
2025-04-22,gasto,Compra inventario,costos,299139.49
2025-02-23,gasto,Compra inventario,costos,21494.25
2025-08-12,gasto,Consultoria externa,servicios,103614.88
2025-04-12,gasto,Compra inventario,costos,127498.93
2025-04-10,gasto,Compra inventario,costos,49722.87
2025-09-28,gasto,Consultoria externa,servicios,125832.89
2025-08-26,gasto,Consultoria externa,servicios,45117.55
2025-02-09,gasto,Nomina Operativa,personal,143682.74
2025-07-12,gasto,Servicios publicos,infraestructura,99814.5
2025-07-01,gasto,Publicidad online,marketing,33818.23
2025-07-13,gasto,Consultoria externa,servicios,147164.72
2025-01-23,gasto,Servicios publicos,infraestructura,69612.53
2025-01-11,gasto,Nomina Operativa,personal,97224.53
2025-08-12,gasto,Nomina Operativa,personal,181983.26
2025-03-04,gasto,Compra inventario,costos,109539.7
2025-08-27,gasto,Renta oficina,infraestructura,58330.86
2025-01-30,gasto,Renta oficina,infraestructura,73781.32
2025-02-13,gasto,Publicidad online,marketing,36500.85
2025-04-06,gasto,Renta oficina,infraestructura,76234.11
2025-07-17,gasto,Servicios publicos,infraestructura,82363.86
2025-06-19,gasto,Consultoria externa,servicios,48689.81
2025-02-27,gasto,Consultoria externa,servicios,147280.95
