fecha,tipo,concepto,categoria,monto
2023-12-02,ingreso,Venta producto A,ventas,444032.75
2023-06-11,gasto,Renta oficina,infraestructura,70746.17
2023-03-29,ingreso,Venta producto A,ventas,433873.28
2023-01-17,gasto,Nomina Operativa,personal,33577.17
2023-04-16,gasto,Compra inventario,costos,23203.22
2023-11-17,gasto,Publicidad online,marketing,20470.82
2023-01-24,gasto,Renta oficina,infraestructura,32394.38
2023-11-04,ingreso,Venta producto A,ventas,83082.14
2023-06-22,gasto,Renta oficina,infraestructura,28360.4
2023-01-27,gasto,Consultoria externa,servicios,29843.45
2023-07-15,gasto,Publicidad online,marketing,23572.16
2023-11-25,gasto,Renta oficina,infraestructura,70021.58
2023-05-23,ingreso,Venta producto A,ventas,507282.22
2023-05-04,gasto,Servicios publicos,infraestructura,81685.86
2023-06-06,gasto,Compra inventario,costos,112424.56
2023-05-08,gasto,Compra inventario,costos,87439.38
2023-02-07,gasto,Nomina Operativa,personal,44004.64
2023-01-11,gasto,Renta oficina,infraestructura,71461.57
2023-06-17,gasto,Renta oficina,infraestructura,82886.69
2023-07-12,gasto,Consultoria externa,servicios,130256.7
2023-11-05,gasto,Nomina Operativa,personal,55556.88
2023-07-24,gasto,Publicidad online,marketing,8190.45
2023-08-27,gasto,Renta oficina,infraestructura,94468.16
2023-09-02,gasto,Consultoria externa,servicios,134110.78
2023-08-15,gasto,Renta oficina,infraestructura,47414.22
2023-05-02,ingreso,Venta producto B,ventas,822797.37
2023-07-27,gasto,Nomina Operativa,personal,47515.26
2023-04-21,gasto,Servicios publicos,infraestructura,55055.66
2023-07-27,ingreso,Venta producto B,ventas,296841.12
2023-02-02,gasto,Nomina Operativa,personal,125922.22
2023-04-26,gasto,Consultoria externa,servicios,138631.37
2023-11-12,gasto,Publicidad online,marketing,13806.4
2023-08-31,gasto,Renta oficina,infraestructura,87882.87
2023-01-19,gasto,Servicios publicos,infraestructura,65230.97
2023-06-24,gasto,Servicios publicos,infraestructura,96239.44
2023-12-18,ingreso,Venta producto B,ventas,395256.59
2023-08-23,ingreso,Venta producto A,ventas,754927.75
2023-02-14,gasto,Renta oficina,infraestructura,99302.16
2023-05-23,gasto,Consultoria externa,servicios,101478.2
2023-05-18,gasto,Compra inventario,costos,269346.82
2023-04-27,gasto,Servicios publicos,infraestructura,29274.3
2023-09-27,gasto,Consultoria externa,servicios,60351.59
2023-11-27,gasto,Consultoria externa,servicios,21658.72
2023-06-10,ingreso,Venta producto B,ventas,249961.24
2023-04-03,ingreso,Venta producto A,ventas,640619.75
2023-10-27,gasto,Consultoria externa,servicios,95387.5
2023-05-18,ingreso,Venta producto B,ventas,295215.48
2023-10-02,gasto,Nomina Operativa,personal,197395.91
2023-08-14,gasto,Publicidad online,marketing,72548.23
2023-12-18,gasto,Renta oficina,infraestructura,30595.63
2023-08-14,gasto,Publicidad online,marketing,7274.13
2023-09-17,gasto,Nomina Operativa,personal,192438.6
2023-09-03,ingreso,Venta producto A,ventas,624867.68
2023-01-16,gasto,Nomina Operativa,personal,61092.49
2023-12-13,ingreso,Venta producto B,ventas,674778.37
2023-06-05,gasto,Consultoria externa,servicios,92314.51
2023-03-31,gasto,Renta oficina,infraestructura,70889.01
2023-06-09,ingreso,Venta producto B,ventas,981198.09
2023-09-11,gasto,Consultoria externa,servicios,42527.29
2023-03-05,ingreso,Venta producto A,ventas,71603.79
2023-07-28,gasto,Consultoria externa,servicios,22323.95
2023-09-04,gasto,Publicidad online,marketing,46314.57
2023-06-24,gasto,Renta oficina,infraestructura,97616.85
2023-11-06,gasto,Nomina Operativa,personal,42978.14
2023-01-14,gasto,Servicios publicos,infraestructura,55547.6
2023-08-02,gasto,Servicios publicos,infraestructura,30611.42
2023-05-18,ingreso,Venta producto A,ventas,133648.15
2023-12-05,gasto,Servicios publicos,infraestructura,5354.48
2023-03-31,gasto,Consultoria externa,servicios,140459.97
2023-06-10,gasto,Servicios publicos,infraestructura,92209.03
2023-09-19,ingreso,Venta producto B,ventas,502696.04
2023-11-18,gasto,Consultoria externa,servicios,15307.56
2023-09-05,gasto,Compra inventario,costos,262895.66
2023-09-05,gasto,Publicidad online,marketing,10470.58
2023-03-22,gasto,Renta oficina,infraestructura,8890.63
2023-11-16,gasto,Servicios publicos,infraestructura,55593.11
2023-10-07,gasto,Compra inventario,costos,253643.18
2023-12-18,gasto,Servicios publicos,infraestructura,21543.51
2023-02-16,gasto,Renta oficina,infraestructura,63676.83
2023-09-05,gasto,Compra inventario,costos,235015.27
2023-06-29,gasto,Publicidad online,marketing,67700.31
2023-08-29,gasto,Renta oficina,infraestructura,59909.06
2023-07-09,gasto,Publicidad online,marketing,7495.96
2023-11-25,gasto,Renta oficina,infraestructura,27172.98
2023-07-12,gasto,Publicidad online,marketing,36976.19
2023-08-16,gasto,Publicidad online,marketing,64578.2
2023-11-22,gasto,Nomina Operativa,personal,184896.04
2023-07-21,ingreso,Venta producto A,ventas,593503.24
2023-09-26,gasto,Compra inventario,costos,265977.5
2023-04-30,gasto,Nomina Operativa,personal,185662.24
2023-08-28,gasto,Servicios publicos,infraestructura,82443.83
2023-11-28,gasto,Nomina Operativa,personal,241506.56
2023-12-10,gasto,Nomina Operativa,personal,176869.23
2023-11-15,ingreso,Venta producto B,ventas,934943.51
2023-04-19,gasto,Publicidad online,marketing,22555.84
2023-10-18,gasto,Renta oficina,infraestructura,46763.47
2023-08-12,gasto,Nomina Operativa,personal,134136.95
2023-06-26,ingreso,Venta producto B,ventas,457195.95
2023-07-04,ingreso,Venta producto B,ventas,503013.53
2023-08-14,gasto,Publicidad online,marketing,73056.84
2023-09-01,gasto,Compra inventario,costos,13317.02
2023-10-22,gasto,Nomina Operativa,personal,46813.4
2023-11-09,ingreso,Venta producto A,ventas,914749.81
2023-06-18,gasto,Publicidad online,marketing,42038.13
2023-12-28,gasto,Publicidad online,marketing,33154.06
2023-08-02,ingreso,Venta producto A,ventas,637473.79
2023-12-26,gasto,Publicidad online,marketing,76482.76
2023-08-15,ingreso,Venta producto A,ventas,879464.03
2023-02-28,gasto,Publicidad online,marketing,77135.65
2023-04-29,gasto,Compra inventario,costos,20245.49
2023-09-29,gasto,Publicidad online,marketing,63718.76
2023-07-24,gasto,Publicidad online,marketing,58444.07
2023-06-16,gasto,Nomina Operativa,personal,196998.43
2023-04-06,gasto,Publicidad online,marketing,44803.77
2023-01-28,ingreso,Venta producto A,ventas,934443.58
2023-06-21,gasto,Compra inventario,costos,153626.05
2023-09-27,gasto,Consultoria externa,servicios,92347.49
2023-03-27,gasto,Publicidad online,marketing,29784.72
2023-05-01,gasto,Compra inventario,costos,264377.28
2023-05-26,ingreso,Venta producto A,ventas,679934.48
2023-03-30,ingreso,Venta producto A,ventas,815016.02
2023-05-17,gasto,Nomina Operativa,personal,195683.31
2023-02-17,gasto,Renta oficina,infraestructura,85506.51
2023-03-29,gasto,Servicios publicos,infraestructura,13184.46
2023-10-08,gasto,Consultoria externa,servicios,32987.99
2023-09-29,gasto,Nomina Operativa,personal,150121.28
2023-01-24,gasto,Servicios publicos,infraestructura,15043.03
2023-03-24,gasto,Publicidad online,marketing,79235.91
2023-11-18,gasto,Renta oficina,infraestructura,65997.27
2023-09-04,ingreso,Venta producto B,ventas,229669.63
2023-10-23,gasto,Compra inventario,costos,201149.18
2023-12-13,gasto,Servicios publicos,infraestructura,94708.22
2023-11-20,gasto,Nomina Operativa,personal,203533.82
2023-01-23,gasto,Compra inventario,costos,291032.43
2023-12-04,ingreso,Venta producto A,ventas,459737.34
2023-06-16,gasto,Publicidad online,marketing,6973.1
2023-02-12,ingreso,Venta producto A,ventas,239907.19
2023-12-27,ingreso,Venta producto B,ventas,845812.1
2023-01-09,ingreso,Venta producto B,ventas,443140.82
