fecha,tipo,concepto,categoria,monto
2025-04-08,gasto,Publicidad online,marketing,70540.05
2025-04-04,ingreso,Venta producto A,ventas,945304.87
2025-05-20,ingreso,Venta producto B,ventas,471114.0
2025-06-15,gasto,Compra inventario,costos,253271.45
2025-07-10,ingreso,Venta producto A,ventas,820169.7
2025-08-30,gasto,Servicios publicos,infraestructura,93212.47
2025-03-20,ingreso,Venta producto A,ventas,731902.93
2025-02-10,gasto,Publicidad online,marketing,19865.49
2025-04-28,gasto,Compra inventario,costos,241353.08
2025-06-30,gasto,Renta oficina,infraestructura,34902.82
2025-01-03,gasto,Compra inventario,costos,269287.56
2025-06-12,ingreso,Venta producto A,ventas,587566.37
2025-07-03,gasto,Renta oficina,infraestructura,9175.1
2025-01-12,gasto,Servicios publicos,infraestructura,48567.13
2025-09-05,gasto,Nomina Operativa,personal,93592.5
2025-07-16,gasto,Publicidad online,marketing,39255.59
2025-06-10,ingreso,Venta producto A,ventas,209818.61
2025-07-02,gasto,Compra inventario,costos,234281.08
2025-09-16,ingreso,Venta producto A,ventas,475118.81
2025-08-15,ingreso,Venta producto A,ventas,124119.54
2025-02-20,gasto,Consultoria externa,servicios,124455.85
2025-09-06,gasto,Consultoria externa,servicios,52605.9
2025-08-21,gasto,Nomina Operativa,personal,77365.94
2025-05-07,gasto,Nomina Operativa,personal,244709.41
2025-09-19,gasto,Compra inventario,costos,48941.47
2025-01-12,gasto,Servicios publicos,infraestructura,89336.88
2025-08-13,gasto,Nomina Operativa,personal,131980.15
2025-09-26,gasto,Publicidad online,marketing,26848.02
2025-07-02,gasto,Nomina Operativa,personal,74247.82
2025-08-22,gasto,Renta oficina,infraestructura,88426.21
2025-06-28,gasto,Publicidad online,marketing,72926.63
2025-09-28,gasto,Nomina Operativa,personal,127637.33
2025-03-19,gasto,Nomina Operativa,personal,62158.98
2025-06-06,gasto,Nomina Operativa,personal,241814.17
2025-02-09,gasto,Publicidad online,marketing,9788.69
2025-02-19,gasto,Servicios publicos,infraestructura,42900.23
2025-02-14,gasto,Nomina Operativa,personal,129298.28
2025-02-26,ingreso,Venta producto A,ventas,888558.64
2025-06-27,gasto,Consultoria externa,servicios,139744.73
2025-02-16,gasto,Servicios publicos,infraestructura,38464.62
2025-01-19,gasto,Servicios publicos,infraestructura,57631.61
2025-03-13,gasto,Publicidad online,marketing,13889.33
2025-09-01,gasto,Compra inventario,costos,120539.72
2025-02-19,gasto,Renta oficina,infraestructura,9419.56
2025-03-06,gasto,Consultoria externa,servicios,127652.52
2025-07-15,ingreso,Venta producto A,ventas,929439.39
2025-04-22,gasto,Servicios publicos,infraestructura,92356.86
2025-08-11,ingreso,Venta producto A,ventas,65196.73
2025-08-11,gasto,Servicios publicos,infraestructura,37030.35
2025-01-27,ingreso,Venta producto B,ventas,479727.9
2025-09-19,gasto,Publicidad online,marketing,72541.53
2025-02-16,gasto,Publicidad online,marketing,45186.68
2025-02-24,gasto,Publicidad online,marketing,64380.3
2025-05-22,ingreso,Venta producto B,ventas,582099.73
2025-03-27,gasto,Renta oficina,infraestructura,38654.75
2025-02-19,gasto,Consultoria externa,servicios,105812.76
2025-02-09,gasto,Renta oficina,infraestructura,67812.58
2025-09-23,gasto,Nomina Operativa,personal,50749.6
2025-01-14,ingreso,Venta producto A,ventas,130616.79
2025-03-24,gasto,Consultoria externa,servicios,141315.83
2025-06-29,gasto,Publicidad online,marketing,67396.85
2025-05-16,ingreso,Venta producto B,ventas,890515.98
2025-08-21,gasto,Servicios publicos,infraestructura,98320.79
2025-08-21,ingreso,Venta producto B,ventas,661934.68
2025-09-08,gasto,Nomina Operativa,personal,247503.35
2025-05-27,gasto,Consultoria externa,servicios,19184.31
2025-05-27,gasto,Nomina Operativa,personal,117336.66
2025-04-05,ingreso,Venta producto A,ventas,588413.51
2025-09-27,ingreso,Venta producto B,ventas,788741.03
2025-04-28,gasto,Publicidad online,marketing,25252.0
2025-03-09,gasto,Compra inventario,costos,250926.84
2025-04-27,gasto,Servicios publicos,infraestructura,47838.35
2025-04-18,ingreso,Venta producto B,ventas,182962.7
2025-05-29,gasto,Publicidad online,marketing,16365.2
2025-09-14,gasto,Renta oficina,infraestructura,61955.9
2025-04-15,ingreso,Venta producto B,ventas,954975.55
2025-02-13,gasto,Consultoria externa,servicios,130987.63
2025-09-24,ingreso,Venta producto B,ventas,52012.32
2025-08-23,ingreso,Venta producto A,ventas,683379.83
2025-04-25,gasto,Servicios publicos,infraestructura,5339.95
2025-04-11,gasto,Nomina Operativa,personal,90801.88
2025-02-27,gasto,Renta oficina,infraestructura,17747.02
2025-09-30,ingreso,Venta producto A,ventas,354201.56
2025-04-25,gasto,Renta oficina,infraestructura,71802.18
2025-07-03,gasto,Compra inventario,costos,294758.1
2025-04-09,gasto,Servicios publicos,infraestructura,9946.75
2025-07-09,ingreso,Venta producto A,ventas,198514.86
2025-01-24,gasto,Compra inventario,costos,253702.28
2025-04-22,gasto,Publicidad online,marketing,26343.63
2025-05-19,ingreso,Venta producto A,ventas,295471.86
2025-01-08,gasto,Nomina Operativa,personal,137946.75
2025-03-25,gasto,Compra inventario,costos,218561.78
2025-08-22,ingreso,Venta producto A,ventas,597882.22
2025-07-30,ingreso,Venta producto A,ventas,636156.99
2025-09-12,gasto,Publicidad online,marketing,41712.83
2025-08-09,gasto,Renta oficina,infraestructura,88933.22
2025-03-03,gasto,Compra inventario,costos,268872.52
2025-05-16,gasto,Consultoria externa,servicios,64213.14
2025-05-14,gasto,Nomina Operativa,personal,21542.63
2025-08-01,ingreso,Venta producto A,ventas,191491.92
2025-06-21,gasto,Consultoria externa,servicios,35893.92
2025-02-09,gasto,Servicios publicos,infraestructura,64034.38
2025-08-15,gasto,Compra inventario,costos,295851.52
2025-08-30,gasto,Publicidad online,marketing,47625.08
2025-02-05,gasto,Consultoria externa,servicios,148086.36
2025-03-15,ingreso,Venta producto A,ventas,119447.23
2025-06-25,ingreso,Venta producto A,ventas,351783.29
2025-06-16,gasto,Publicidad online,marketing,43188.61
2025-03-03,ingreso,Venta producto A,ventas,976465.01
2025-06-01,ingreso,Venta producto A,ventas,473454.11
2025-01-30,gasto,Nomina Operativa,personal,45538.84
2025-03-02,ingreso,Venta producto A,ventas,270538.83
2025-03-17,gasto,Nomina Operativa,personal,147404.54
2025-03-13,gasto,Consultoria externa,servicios,117721.2
2025-02-04,gasto,Publicidad online,marketing,57683.31
2025-02-12,ingreso,Venta producto A,ventas,152407.42
2025-06-11,gasto,Compra inventario,costos,286376.25
2025-06-23,gasto,Publicidad online,marketing,58918.35
2025-04-03,ingreso,Venta producto A,ventas,103198.6
2025-04-26,gasto,Nomina Operativa,personal,72983.17
2025-08-29,ingreso,Venta producto B,ventas,996763.15
2025-09-18,gasto,Compra inventario,costos,215688.96
2025-02-28,gasto,Publicidad online,marketing,74429.14
2025-06-15,gasto,Renta oficina,infraestructura,47734.38
2025-07-29,ingreso,Venta producto A,ventas,109298.83
2025-02-05,gasto,Consultoria externa,servicios,109289.0
2025-03-30,ingreso,Venta producto A,ventas,81494.6
2025-09-18,ingreso,Venta producto A,ventas,571939.24
2025-05-23,gasto,Nomina Operativa,personal,55112.84
2025-03-11,gasto,Consultoria externa,servicios,69484.28
2025-07-19,ingreso,Venta producto A,ventas,461330.17
2025-01-30,gasto,Nomina Operativa,personal,169943.86
2025-09-05,ingreso,Venta producto B,ventas,847126.71
2025-06-04,gasto,Servicios publicos,infraestructura,27243.76
2025-06-28,ingreso,Venta producto B,ventas,173229.52
2025-04-30,gasto,Publicidad online,marketing,16983.5
2025-04-24,gasto,Compra inventario,costos,228578.62
2025-08-01,ingreso,Venta producto A,ventas,920259.39
2025-06-15,gasto,Nomina Operativa,personal,198424.67
2025-02-26,gasto,Nomina Operativa,personal,127767.75
2025-08-23,gasto,Publicidad online,marketing,38267.98
2025-06-08,gasto,Renta oficina,infraestructura,88980.23
2025-04-18,gasto,Compra inventario,costos,181032.85
2025-04-27,gasto,Compra inventario,costos,85382.05
2025-03-27,gasto,Renta oficina,infraestructura,50627.96
2025-09-17,ingreso,Venta producto B,ventas,125146.41
2025-06-23,gasto,Publicidad online,marketing,30671.86
2025-01-22,gasto,Compra inventario,costos,87299.05
2025-05-12,gasto,Publicidad online,marketing,11606.74
2025-05-10,gasto,Servicios publicos,infraestructura,63056.11
2025-07-31,ingreso,Venta producto A,ventas,440680.22
2025-08-26,gasto,Consultoria externa,servicios,98715.13
2025-02-28,gasto,Compra inventario,costos,196269.62
2025-08-19,gasto,Servicios publicos,infraestructura,20989.58
2025-07-24,gasto,Renta oficina,infraestructura,50830.74
2025-03-12,ingreso,Venta producto B,ventas,411185.74
2025-08-14,ingreso,Venta producto B,ventas,199799.79
2025-09-09,ingreso,Venta producto A,ventas,617511.67
2025-09-11,gasto,Nomina Operativa,personal,198009.66
2025-02-21,gasto,Renta oficina,infraestructura,59233.63
2025-01-03,gasto,Renta oficina,infraestructura,36934.43
2025-03-27,gasto,Compra inventario,costos,231788.97
2025-06-23,ingreso,Venta producto A,ventas,611381.42
2025-07-02,gasto,Consultoria externa,servicios,126456.06
2025-08-29,gasto,Consultoria externa,servicios,123291.15
2025-02-14,gasto,Servicios publicos,infraestructura,83102.47
2025-07-13,gasto,Compra inventario,costos,159859.47
2025-09-11,gasto,Publicidad online,marketing,72802.91
2025-01-04,gasto,Servicios publicos,infraestructura,96890.97
2025-09-12,ingreso,Venta producto B,ventas,635940.74
2025-08-24,ingreso,Venta producto A,ventas,172769.76
2025-05-19,gasto,Renta oficina,infraestructura,51032.11
2025-03-17,gasto,Consultoria externa,servicios,41402.05
2025-04-01,gasto,Publicidad online,marketing,56353.55
2025-06-05,gasto,Nomina Operativa,personal,18464.84
2025-01-11,ingreso,Venta producto B,ventas,66548.0
2025-05-02,gasto,Nomina Operativa,personal,152026.85
2025-07-29,gasto,Renta oficina,infraestructura,15908.65
2025-04-21,gasto,Nomina Operativa,personal,118108.05
2025-05-30,ingreso,Venta producto A,ventas,618931.83
2025-04-25,gasto,Renta oficina,infraestructura,40594.92
2025-01-19,gasto,Servicios publicos,infraestructura,62140.9
2025-07-04,gasto,Nomina Operativa,personal,166937.73
2025-02-07,gasto,Renta oficina,infraestructura,82520.8
2025-09-15,gasto,Nomina Operativa,personal,96592.98
2025-05-02,gasto,Servicios publicos,infraestructura,94232.34
2025-06-27,gasto,Consultoria externa,servicios,48769.66
2025-05-16,gasto,Nomina Operativa,personal,207618.33
2025-06-17,gasto,Servicios publicos,infraestructura,6161.05
2025-01-27,gasto,Servicios publicos,infraestructura,43712.96
2025-07-15,gasto,Consultoria externa,servicios,13265.56
2025-05-22,gasto,Renta oficina,infraestructura,57119.94
2025-03-19,gasto,Nomina Operativa,personal,185464.96
2025-01-05,gasto,Nomina Operativa,personal,55640.83
2025-05-26,ingreso,Venta producto A,ventas,974730.01
2025-02-17,ingreso,Venta producto B,ventas,164474.21
2025-07-05,gasto,Compra inventario,costos,99264.2
2025-02-07,gasto,Compra inventario,costos,40442.88
2025-05-03,gasto,Renta oficina,infraestructura,29741.94
2025-04-15,gasto,Publicidad online,marketing,48724.52
2025-02-05,ingreso,Venta producto B,ventas,186247.54
2025-09-09,ingreso,Venta producto B,ventas,356963.79
2025-02-05,ingreso,Venta producto A,ventas,847245.38
2025-03-07,ingreso,Venta producto A,ventas,623634.19
2025-05-14,gasto,Consultoria externa,servicios,106767.17
2025-10-01,gasto,Compra inventario,costos,22266.79
2025-05-14,ingreso,Venta producto A,ventas,528253.62
2025-09-06,ingreso,Venta producto B,ventas,388985.64
2025-07-12,ingreso,Venta producto B,ventas,953396.75
2025-09-15,gasto,Publicidad online,marketing,43107.31
2025-08-25,ingreso,Venta producto A,ventas,188962.15
2025-03-14,gasto,Servicios publicos,infraestructura,25593.75
2025-01-29,gasto,Renta oficina,infraestructura,12342.37
2025-05-09,ingreso,Venta producto B,ventas,583931.45
2025-06-23,ingreso,Venta producto B,ventas,420223.04
2025-07-02,ingreso,Venta producto B,ventas,899171.32
2025-03-24,ingreso,Venta producto B,ventas,891898.79
2025-01-26,gasto,Publicidad online,marketing,16130.26
2025-03-21,gasto,Renta oficina,infraestructura,31303.91
2025-02-22,gasto,Servicios publicos,infraestructura,20684.88
2025-06-01,gasto,Servicios publicos,infraestructura,85129.77
2025-03-25,gasto,Consultoria externa,servicios,65722.97
2025-03-13,gasto,Publicidad online,marketing,75188.97
2025-01-07,gasto,Servicios publicos,infraestructura,87741.08
2025-08-25,gasto,Consultoria externa,servicios,45883.22
2025-01-24,gasto,Nomina Operativa,personal,163813.1
2025-07-15,gasto,Publicidad online,marketing,25205.98
2025-09-14,ingreso,Venta producto A,ventas,753806.02
2025-09-02,gasto,Nomina Operativa,personal,13694.69
2025-08-15,gasto,Nomina Operativa,personal,197702.36
2025-05-01,ingreso,Venta producto A,ventas,690371.9
2025-01-21,ingreso,Venta producto B,ventas,960951.36
2025-02-12,gasto,Renta oficina,infraestructura,90166.55
2025-05-20,gasto,Renta oficina,infraestructura,61409.94
2025-08-24,gasto,Nomina Operativa,personal,23559.13
2025-04-23,gasto,Consultoria externa,servicios,105268.31
2025-03-26,ingreso,Venta producto A,ventas,922558.1
2025-08-07,ingreso,Venta producto B,ventas,987173.77
2025-06-25,ingreso,Venta producto A,ventas,167650.28
2025-05-17,gasto,Publicidad online,marketing,20579.11
2025-09-17,gasto,Publicidad online,marketing,25937.66
2025-04-18,gasto,Renta oficina,infraestructura,77401.69
2025-06-15,ingreso,Venta producto A,ventas,261157.21
2025-03-20,gasto,Nomina Operativa,personal,143978.41
2025-01-09,gasto,Renta oficina,infraestructura,17472.91
2025-09-15,gasto,Consultoria externa,servicios,68669.87
2025-03-10,ingreso,Venta producto B,ventas,744816.1
2025-08-25,gasto,Compra inventario,costos,158827.73
2025-05-02,ingreso,Venta producto A,ventas,886263.92
2025-04-18,ingreso,Venta producto A,ventas,597639.61
2025-01-12,gasto,Servicios publicos,infraestructura,61776.23
2025-01-29,gasto,Publicidad online,marketing,77386.31
2025-01-22,gasto,Compra inventario,costos,109686.86
2025-03-27,gasto,Nomina Operativa,personal,64651.81
2025-05-03,ingreso,Venta producto A,ventas,588975.38
2025-06-08,ingreso,Venta producto B,ventas,143071.3
2025-08-08,gasto,Nomina Operativa,personal,79879.05
2025-08-20,gasto,Consultoria externa,servicios,127183.75
2025-07-28,gasto,Nomina Operativa,personal,121208.99
2025-05-19,gasto,Publicidad online,marketing,27793.31
