fecha,tipo,concepto,categoria,monto
2024-03-03,gasto,Renta oficina,infraestructura,41791.15
2024-07-24,gasto,Publicidad online,marketing,41358.73
2024-07-27,ingreso,Venta producto A,ventas,855578.76
2024-02-28,gasto,Renta oficina,infraestructura,70970.09
2024-11-01,ingreso,Venta producto B,ventas,366610.15
2024-01-07,gasto,Consultoria externa,servicios,113824.66
2024-02-21,gasto,Compra inventario,costos,124107.1
2024-10-25,gasto,Compra inventario,costos,265882.15
2024-05-01,gasto,Compra inventario,costos,108112.9
2024-06-21,gasto,Servicios publicos,infraestructura,15626.99
2024-05-05,gasto,Servicios publicos,infraestructura,44615.53
2024-05-22,gasto,Consultoria externa,servicios,10240.38
2024-06-20,ingreso,Venta producto A,ventas,248777.53
2024-11-08,gasto,Servicios publicos,infraestructura,38880.05
2024-06-05,gasto,Compra inventario,costos,185330.41
2024-02-21,gasto,Nomina Operativa,personal,141469.47
2024-05-29,gasto,Publicidad online,marketing,10549.05
2024-07-14,ingreso,Venta producto B,ventas,909710.91
2024-06-12,gasto,Nomina Operativa,personal,13974.82
2024-03-11,ingreso,Venta producto A,ventas,345593.48
2024-10-16,ingreso,Venta producto A,ventas,469229.27
2024-09-18,gasto,Servicios publicos,infraestructura,6842.4
2024-05-10,ingreso,Venta producto B,ventas,888797.52
2024-06-02,gasto,Publicidad online,marketing,17993.29
2024-06-16,gasto,Consultoria externa,servicios,86066.25
2024-10-20,gasto,Renta oficina,infraestructura,25742.05
2024-10-21,gasto,Publicidad online,marketing,25417.76
2024-05-04,gasto,Consultoria externa,servicios,102143.02
2024-03-11,gasto,Compra inventario,costos,30388.53
2024-02-03,gasto,Compra inventario,costos,20092.36
2024-04-10,gasto,Consultoria externa,servicios,131133.19
2024-01-08,gasto,Compra inventario,costos,254873.08
2024-04-07,gasto,Renta oficina,infraestructura,41336.97
2024-08-14,gasto,Consultoria externa,servicios,121449.0
2024-09-15,gasto,Consultoria externa,servicios,18102.51
2024-09-08,gasto,Publicidad online,marketing,20421.17
2024-07-01,ingreso,Venta producto B,ventas,175503.09
2024-12-09,ingreso,Venta producto A,ventas,750642.34
2024-03-10,gasto,Nomina Operativa,personal,207289.66
2024-06-26,gasto,Consultoria externa,servicios,139985.13
2024-02-28,gasto,Publicidad online,marketing,49557.4
2024-02-02,gasto,Renta oficina,infraestructura,22866.07
2024-04-26,gasto,Renta oficina,infraestructura,62797.53
2024-07-07,gasto,Compra inventario,costos,127338.0
2024-04-21,gasto,Publicidad online,marketing,18186.43
2024-05-11,ingreso,Venta producto A,ventas,829556.0
2024-02-14,gasto,Consultoria externa,servicios,53333.98
2024-07-08,gasto,Compra inventario,costos,32555.3
2024-03-04,ingreso,Venta producto A,ventas,698850.37
2024-04-07,gasto,Consultoria externa,servicios,112828.72
2024-08-23,gasto,Servicios publicos,infraestructura,22091.68
2024-12-01,gasto,Consultoria externa,servicios,41483.4
2024-03-04,gasto,Nomina Operativa,personal,186089.21
2024-02-03,gasto,Consultoria externa,servicios,61068.03
