fecha,tipo,concepto,categoria,monto
2023-05-04,ingreso,Venta producto A,ventas,299664.82
2023-08-26,gasto,Servicios publicos,infraestructura,65443.29
2023-03-24,gasto,Consultoria externa,servicios,67596.13
2023-11-23,gasto,Consultoria externa,servicios,44499.32
2023-08-04,gasto,Renta oficina,infraestructura,39131.59
2023-05-10,gasto,Renta oficina,infraestructura,89082.92
2023-05-09,gasto,Compra inventario,costos,39005.12
2023-08-15,gasto,Nomina Operativa,personal,134890.87
2023-01-13,gasto,Publicidad online,marketing,64962.33
2023-01-02,gasto,Publicidad online,marketing,40143.15
2023-03-20,gasto,Compra inventario,costos,177660.11
2023-05-22,gasto,Renta oficina,infraestructura,43900.82
2023-09-21,gasto,Compra inventario,costos,57086.0
2023-05-06,ingreso,Venta producto B,ventas,328482.58
2023-01-11,ingreso,Venta producto B,ventas,981525.64
2023-05-16,gasto,Servicios publicos,infraestructura,65351.87
2023-01-31,ingreso,Venta producto B,ventas,188378.24
2023-12-16,ingreso,Venta producto A,ventas,204772.32
2023-02-08,gasto,Servicios publicos,infraestructura,47562.29
2023-05-27,gasto,Consultoria externa,servicios,67902.96
2023-10-10,ingreso,Venta producto B,ventas,164981.21
2023-02-10,ingreso,Venta producto A,ventas,328196.03
2023-06-26,ingreso,Venta producto B,ventas,735576.49
2023-11-02,ingreso,Venta producto B,ventas,713641.39
2023-09-09,gasto,Renta oficina,infraestructura,40002.41
2023-12-15,gasto,Consultoria externa,servicios,74497.4
2023-04-30,gasto,Servicios publicos,infraestructura,24758.59
2023-04-13,ingreso,Venta producto A,ventas,290987.4
2023-02-22,gasto,Renta oficina,infraestructura,67881.61
2023-11-21,ingreso,Venta producto A,ventas,413491.52
2023-10-31,ingreso,Venta producto A,ventas,143281.59
2023-08-26,gasto,Compra inventario,costos,182626.26
2023-10-24,ingreso,Venta producto B,ventas,435592.76
2023-05-25,ingreso,Venta producto A,ventas,289520.32
2023-04-10,gasto,Servicios publicos,infraestructura,80109.03
2023-06-25,gasto,Nomina Operativa,personal,53194.82
2023-09-29,ingreso,Venta producto B,ventas,620736.76
2023-01-04,gasto,Consultoria externa,servicios,74627.68
2023-01-19,ingreso,Venta producto B,ventas,568616.04
2023-12-06,gasto,Compra inventario,costos,149904.15
2023-04-23,ingreso,Venta producto A,ventas,566562.97
2023-12-15,ingreso,Venta producto A,ventas,612304.26
2023-07-29,gasto,Nomina Operativa,personal,51658.5
2023-07-20,gasto,Consultoria externa,servicios,126763.98
2023-08-23,gasto,Renta oficina,infraestructura,82209.91
2023-01-23,gasto,Consultoria externa,servicios,60532.72
2023-09-23,gasto,Nomina Operativa,personal,229257.09
