fecha,tipo,concepto,categoria,monto
2023-11-07,ingreso,Venta producto A,ventas,576311.69
2023-11-27,gasto,Consultoria externa,servicios,117126.23
2023-01-29,ingreso,Venta producto B,ventas,363635.72
2023-08-09,ingreso,Venta producto B,ventas,399284.22
2023-11-16,ingreso,Venta producto B,ventas,159352.99
2023-11-14,gasto,Servicios publicos,infraestructura,58027.86
2023-03-11,gasto,Consultoria externa,servicios,46574.71
2023-04-25,gasto,Compra inventario,costos,141038.69
2023-02-13,gasto,Consultoria externa,servicios,31123.91
2023-09-27,gasto,Publicidad online,marketing,7527.51
2023-08-08,gasto,Compra inventario,costos,279028.63
2023-12-16,gasto,Nomina Operativa,personal,49279.93
2023-10-09,ingreso,Venta producto A,ventas,969952.85
2023-05-11,gasto,Consultoria externa,servicios,87794.58
2023-07-26,gasto,Consultoria externa,servicios,130401.21
2023-01-08,gasto,Nomina Operativa,personal,150248.3
2023-08-06,gasto,Nomina Operativa,personal,215132.77
2023-05-19,gasto,Nomina Operativa,personal,74923.24
2023-09-14,gasto,Nomina Operativa,personal,73733.95
2023-08-18,gasto,Renta oficina,infraestructura,39215.31
2023-11-05,gasto,Publicidad online,marketing,27426.3
2023-05-26,ingreso,Venta producto A,ventas,604576.68
2023-03-01,gasto,Nomina Operativa,personal,62182.51
2023-11-17,ingreso,Venta producto B,ventas,518005.01
2023-11-07,ingreso,Venta producto A,ventas,972613.1
2023-10-13,ingreso,Venta producto A,ventas,232762.28
2023-07-02,ingreso,Venta producto B,ventas,370522.46
2023-06-25,gasto,Publicidad online,marketing,54845.17
2023-05-11,ingreso,Venta producto A,ventas,827792.83
2023-10-23,gasto,Renta oficina,infraestructura,58544.58
2023-03-13,gasto,Compra inventario,costos,207348.27
2023-09-01,gasto,Publicidad online,marketing,44622.77
2023-03-22,gasto,Compra inventario,costos,77215.87
2023-01-03,ingreso,Venta producto B,ventas,269821.59
2023-04-07,ingreso,Venta producto A,ventas,291221.89
2023-09-01,ingreso,Venta producto B,ventas,308545.46
2023-07-30,gasto,Servicios publicos,infraestructura,51516.55
2023-11-06,ingreso,Venta producto A,ventas,133911.82
2023-05-10,gasto,Nomina Operativa,personal,68938.35
2023-10-05,gasto,Nomina Operativa,personal,224553.4
2023-11-06,gasto,Publicidad online,marketing,50959.88
2023-11-15,gasto,Renta oficina,infraestructura,28544.77
2023-04-25,gasto,Nomina Operativa,personal,228929.37
2023-07-11,gasto,Publicidad online,marketing,5714.58
2023-12-05,gasto,Compra inventario,costos,15976.23
2023-04-15,gasto,Renta oficina,infraestructura,19025.76
2023-07-05,ingreso,Venta producto B,ventas,417131.93
2023-10-22,gasto,Publicidad online,marketing,24279.53
2023-04-20,gasto,Renta oficina,infraestructura,44317.12
2023-05-31,gasto,Compra inventario,costos,217148.23
2023-07-24,gasto,Renta oficina,infraestructura,99058.39
2023-09-19,gasto,Consultoria externa,servicios,15183.4
2023-05-24,gasto,Compra inventario,costos,131928.19
2023-11-24,gasto,Publicidad online,marketing,46297.97
2023-07-05,gasto,Consultoria externa,servicios,52807.54
2023-06-12,gasto,Publicidad online,marketing,38373.28
2023-10-25,gasto,Renta oficina,infraestructura,84116.37
2023-12-01,gasto,Publicidad online,marketing,57967.73
2023-05-15,gasto,Renta oficina,infraestructura,38434.44
2023-09-15,gasto,Renta oficina,infraestructura,98768.68
2023-02-23,ingreso,Venta producto A,ventas,606265.17
2023-04-04,gasto,Consultoria externa,servicios,71496.92
2023-12-18,gasto,Publicidad online,marketing,33907.76
